dataset,algorithm,instance,total_runs,feasible_runs,timed_out_runs,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,aisle_first_asc,instance_0002.txt,1,1,0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.000528,0.000528,0.000528,0.000528,0.000528,0.0,0.0
a,aisle_first_asc,instance_0003.txt,1,1,0,8.25,8.25,8.25,8.25,8.25,0.0,0.0,33.0,33.0,33,33,33,0.0,0.0,4.0,4.0,4,4,4,0.0,0.0,0.002087,0.002087,0.002087,0.002087,0.002087,0.0,0.0
a,aisle_first_asc,instance_0006.txt,1,1,0,675.0,675.0,675.0,675.0,675.0,0.0,0.0,675.0,675.0,675,675,675,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.190172,0.190172,0.190172,0.190172,0.190172,0.0,0.0
a,aisle_first_asc,instance_0007.txt,1,1,0,284.2,284.2,284.2,284.2,284.2,0.0,0.0,1421.0,1421.0,1421,1421,1421,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,0.130441,0.130441,0.130441,0.130441,0.130441,0.0,0.0
a,aisle_first_asc,instance_0015.txt,1,1,0,129.33333333333334,129.33333333333334,129.33333333333334,129.33333333333334,129.33333333333334,0.0,0.0,388.0,388.0,388,388,388,0.0,0.0,3.0,3.0,3,3,3,0.0,0.0,0.10106,0.10106,0.10106,0.10106,0.10106,0.0,0.0
a,aisle_first_asc,instance_0016.txt,1,1,0,75.0,75.0,75.0,75.0,75.0,0.0,0.0,150.0,150.0,150,150,150,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.022789,0.022789,0.022789,0.022789,0.022789,0.0,0.0
a,aisle_first_asc,instance_0017.txt,1,1,0,31.5,31.5,31.5,31.5,31.5,0.0,0.0,63.0,63.0,63,63,63,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.007293,0.007293,0.007293,0.007293,0.007293,0.0,0.0
a,aisle_first_asc,instance_0019.txt,1,1,0,202.0,202.0,202.0,202.0,202.0,0.0,0.0,202.0,202.0,202,202,202,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.03656,0.03656,0.03656,0.03656,0.03656,0.0,0.0
a,aisle_first_asc,instance_0020.txt,1,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.00062,0.00062,0.00062,0.00062,0.00062,0.0,0.0
a,aisle_first_desc,instance_0001.txt,1,1,0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,36.0,36.0,36,36,36,0.0,0.0,3.0,3.0,3,3,3,0.0,0.0,0.002039,0.002039,0.002039,0.002039,0.002039,0.0,0.0
a,aisle_first_desc,instance_0002.txt,1,1,0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.000456,0.000456,0.000456,0.000456,0.000456,0.0,0.0
a,aisle_first_desc,instance_0003.txt,1,1,0,8.25,8.25,8.25,8.25,8.25,0.0,0.0,33.0,33.0,33,33,33,0.0,0.0,4.0,4.0,4,4,4,0.0,0.0,0.002198,0.002198,0.002198,0.002198,0.002198,0.0,0.0
a,aisle_first_desc,instance_0006.txt,1,1,0,691.0,691.0,691.0,691.0,691.0,0.0,0.0,691.0,691.0,691,691,691,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.205677,0.205677,0.205677,0.205677,0.205677,0.0,0.0
a,aisle_first_desc,instance_0007.txt,1,1,0,284.8,284.8,284.8,284.8,284.8,0.0,0.0,1424.0,1424.0,1424,1424,1424,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,0.143124,0.143124,0.143124,0.143124,0.143124,0.0,0.0
a,aisle_first_desc,instance_0015.txt,1,1,0,129.66666666666666,129.66666666666666,129.66666666666666,129.66666666666666,129.66666666666666,0.0,0.0,389.0,389.0,389,389,389,0.0,0.0,3.0,3.0,3,3,3,0.0,0.0,0.102528,0.102528,0.102528,0.102528,0.102528,0.0,0.0
a,aisle_first_desc,instance_0016.txt,1,1,0,75.0,75.0,75.0,75.0,75.0,0.0,0.0,150.0,150.0,150,150,150,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.020099,0.020099,0.020099,0.020099,0.020099,0.0,0.0
a,aisle_first_desc,instance_0017.txt,1,1,0,31.5,31.5,31.5,31.5,31.5,0.0,0.0,63.0,63.0,63,63,63,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.007417,0.007417,0.007417,0.007417,0.007417,0.0,0.0
a,aisle_first_desc,instance_0019.txt,1,1,0,202.0,202.0,202.0,202.0,202.0,0.0,0.0,202.0,202.0,202,202,202,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.046112,0.046112,0.046112,0.046112,0.046112,0.0,0.0
a,aisle_first_desc,instance_0020.txt,1,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.001847,0.001847,0.001847,0.001847,0.001847,0.0,0.0
a,aisle_first_random,instance_0001.txt,1,1,0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,36.0,36.0,36,36,36,0.0,0.0,3.0,3.0,3,3,3,0.0,0.0,0.002897,0.002897,0.002897,0.002897,0.002897,0.0,0.0
a,aisle_first_random,instance_0002.txt,1,1,0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.000583,0.000583,0.000583,0.000583,0.000583,0.0,0.0
a,aisle_first_random,instance_0003.txt,1,1,0,8.25,8.25,8.25,8.25,8.25,0.0,0.0,33.0,33.0,33,33,33,0.0,0.0,4.0,4.0,4,4,4,0.0,0.0,0.004431,0.004431,0.004431,0.004431,0.004431,0.0,0.0
a,aisle_first_random,instance_0006.txt,1,1,0,685.0,685.0,685.0,685.0,685.0,0.0,0.0,685.0,685.0,685,685,685,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.170049,0.170049,0.170049,0.170049,0.170049,0.0,0.0
a,aisle_first_random,instance_0007.txt,1,1,0,284.8,284.8,284.8,284.8,284.8,0.0,0.0,1424.0,1424.0,1424,1424,1424,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,0.146021,0.146021,0.146021,0.146021,0.146021,0.0,0.0
a,aisle_first_random,instance_0015.txt,1,1,0,129.66666666666666,129.66666666666666,129.66666666666666,129.66666666666666,129.66666666666666,0.0,0.0,389.0,389.0,389,389,389,0.0,0.0,3.0,3.0,3,3,3,0.0,0.0,0.119825,0.119825,0.119825,0.119825,0.119825,0.0,0.0
a,aisle_first_random,instance_0016.txt,1,1,0,75.0,75.0,75.0,75.0,75.0,0.0,0.0,150.0,150.0,150,150,150,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.017767,0.017767,0.017767,0.017767,0.017767,0.0,0.0
a,aisle_first_random,instance_0017.txt,1,1,0,31.5,31.5,31.5,31.5,31.5,0.0,0.0,63.0,63.0,63,63,63,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.007474,0.007474,0.007474,0.007474,0.007474,0.0,0.0
a,aisle_first_random,instance_0019.txt,1,1,0,202.0,202.0,202.0,202.0,202.0,0.0,0.0,202.0,202.0,202,202,202,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.046909,0.046909,0.046909,0.046909,0.046909,0.0,0.0
a,aisle_first_random,instance_0020.txt,1,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.000568,0.000568,0.000568,0.000568,0.000568,0.0,0.0
a,column_generation,instance_0001.txt,1,1,0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,60.0,60.0,60,60,60,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,0.489671,0.489671,0.489671,0.489671,0.489671,0.0,0.0
a,column_generation,instance_0002.txt,1,1,0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.006386,0.006386,0.006386,0.006386,0.006386,0.0,0.0
a,column_generation,instance_0003.txt,1,1,0,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,0.0,0.0,53.0,53.0,53,53,53,0.0,0.0,7.0,7.0,7,7,7,0.0,0.0,0.855787,0.855787,0.855787,0.855787,0.855787,0.0,0.0
a,column_generation,instance_0004.txt,1,1,0,3.5,3.5,3.5,3.5,3.5,0.0,0.0,7.0,7.0,7,7,7,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.149938,0.149938,0.149938,0.149938,0.149938,0.0,0.0
a,column_generation,instance_0009.txt,1,1,0,3.2,3.2,3.2,3.2,3.2,0.0,0.0,144.0,144.0,144,144,144,0.0,0.0,45.0,45.0,45,45,45,0.0,0.0,5.515684,5.515684,5.515684,5.515684,5.515684,0.0,0.0
a,column_generation,instance_0012.txt,1,1,0,11.25,11.25,11.25,11.25,11.25,0.0,0.0,45.0,45.0,45,45,45,0.0,0.0,4.0,4.0,4,4,4,0.0,0.0,9.992051,9.992051,9.992051,9.992051,9.992051,0.0,0.0
a,column_generation,instance_0016.txt,1,1,0,82.5,82.5,82.5,82.5,82.5,0.0,0.0,165.0,165.0,165,165,165,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,2.263056,2.263056,2.263056,2.263056,2.263056,0.0,0.0
a,column_generation,instance_0017.txt,1,1,0,34.5,34.5,34.5,34.5,34.5,0.0,0.0,69.0,69.0,69,69,69,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.793521,0.793521,0.793521,0.793521,0.793521,0.0,0.0
a,column_generation,instance_0018.txt,1,1,0,112.0,112.0,112.0,112.0,112.0,0.0,0.0,560.0,560.0,560,560,560,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,3.750345,3.750345,3.750345,3.750345,3.750345,0.0,0.0
a,column_generation,instance_0020.txt,1,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.007298,0.007298,0.007298,0.007298,0.007298,0.0,0.0
a,diff,instance_0001.txt,1,1,0,2.9130434782608696,2.9130434782608696,2.9130434782608696,2.9130434782608696,2.9130434782608696,0.0,0.0,67.0,67.0,67,67,67,0.0,0.0,23.0,23.0,23,23,23,0.0,0.0,0.002091,0.002091,0.002091,0.002091,0.002091,0.0,0.0
a,diff,instance_0002.txt,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.000188,0.000188,0.000188,0.000188,0.000188,0.0,0.0
a,diff,instance_0003.txt,1,1,0,3.6551724137931036,3.6551724137931036,3.6551724137931036,3.6551724137931036,3.6551724137931036,0.0,0.0,106.0,106.0,106,106,106,0.0,0.0,29.0,29.0,29,29,29,0.0,0.0,0.00333,0.00333,0.00333,0.00333,0.00333,0.0,0.0
a,diff,instance_0004.txt,1,1,0,1.7727272727272727,1.7727272727272727,1.7727272727272727,1.7727272727272727,1.7727272727272727,0.0,0.0,39.0,39.0,39,39,39,0.0,0.0,22.0,22.0,22,22,22,0.0,0.0,0.001261,0.001261,0.001261,0.001261,0.001261,0.0,0.0
a,diff,instance_0005.txt,1,1,0,31.163120567375888,31.163120567375888,31.163120567375888,31.163120567375888,31.163120567375888,0.0,0.0,4394.0,4394.0,4394,4394,4394,0.0,0.0,141.0,141.0,141,141,141,0.0,0.0,0.17417,0.17417,0.17417,0.17417,0.17417,0.0,0.0
a,diff,instance_0006.txt,1,1,0,26.65753424657534,26.65753424657534,26.65753424657534,26.65753424657534,26.65753424657534,0.0,0.0,3892.0,3892.0,3892,3892,3892,0.0,0.0,146.0,146.0,146,146,146,0.0,0.0,0.215797,0.215797,0.215797,0.215797,0.215797,0.0,0.0
a,diff,instance_0007.txt,1,1,0,25.818791946308725,25.818791946308725,25.818791946308725,25.818791946308725,25.818791946308725,0.0,0.0,3847.0,3847.0,3847,3847,3847,0.0,0.0,149.0,149.0,149,149,149,0.0,0.0,0.177977,0.177977,0.177977,0.177977,0.177977,0.0,0.0
a,diff,instance_0008.txt,1,1,0,21.02962962962963,21.02962962962963,21.02962962962963,21.02962962962963,21.02962962962963,0.0,0.0,2839.0,2839.0,2839,2839,2839,0.0,0.0,135.0,135.0,135,135,135,0.0,0.0,0.112956,0.112956,0.112956,0.112956,0.112956,0.0,0.0
a,diff,instance_0009.txt,1,1,0,2.111111111111111,2.111111111111111,2.111111111111111,2.111111111111111,2.111111111111111,0.0,0.0,152.0,152.0,152,152,152,0.0,0.0,72.0,72.0,72,72,72,0.0,0.0,0.015267,0.015267,0.015267,0.015267,0.015267,0.0,0.0
a,diff,instance_0010.txt,1,1,0,5.859060402684563,5.859060402684563,5.859060402684563,5.859060402684563,5.859060402684563,0.0,0.0,1746.0,1746.0,1746,1746,1746,0.0,0.0,298.0,298.0,298,298,298,0.0,0.0,0.269314,0.269314,0.269314,0.269314,0.269314,0.0,0.0
a,diff,instance_0011.txt,1,1,0,6.683006535947713,6.683006535947713,6.683006535947713,6.683006535947713,6.683006535947713,0.0,0.0,2045.0,2045.0,2045,2045,2045,0.0,0.0,306.0,306.0,306,306,306,0.0,0.0,0.31514,0.31514,0.31514,0.31514,0.31514,0.0,0.0
a,diff,instance_0012.txt,1,1,0,2.1463414634146343,2.1463414634146343,2.1463414634146343,2.1463414634146343,2.1463414634146343,0.0,0.0,176.0,176.0,176,176,176,0.0,0.0,82.0,82.0,82,82,82,0.0,0.0,0.016554,0.016554,0.016554,0.016554,0.016554,0.0,0.0
a,diff,instance_0013.txt,1,1,0,12.521857923497267,12.521857923497267,12.521857923497267,12.521857923497267,12.521857923497267,0.0,0.0,4583.0,4583.0,4583,4583,4583,0.0,0.0,366.0,366.0,366,366,366,0.0,0.0,0.74808,0.74808,0.74808,0.74808,0.74808,0.0,0.0
a,diff,instance_0014.txt,1,1,0,20.20626631853786,20.20626631853786,20.20626631853786,20.20626631853786,20.20626631853786,0.0,0.0,7739.0,7739.0,7739,7739,7739,0.0,0.0,383.0,383.0,383,383,383,0.0,0.0,1.086486,1.086486,1.086486,1.086486,1.086486,0.0,0.0
a,diff,instance_0015.txt,1,1,0,10.422096317280452,10.422096317280452,10.422096317280452,10.422096317280452,10.422096317280452,0.0,0.0,3679.0,3679.0,3679,3679,3679,0.0,0.0,353.0,353.0,353,353,353,0.0,0.0,0.581193,0.581193,0.581193,0.581193,0.581193,0.0,0.0
a,diff,instance_0016.txt,1,1,0,9.27027027027027,9.27027027027027,9.27027027027027,9.27027027027027,9.27027027027027,0.0,0.0,686.0,686.0,686,686,686,0.0,0.0,74.0,74.0,74,74,74,0.0,0.0,0.030768,0.030768,0.030768,0.030768,0.030768,0.0,0.0
a,diff,instance_0017.txt,1,1,0,3.723404255319149,3.723404255319149,3.723404255319149,3.723404255319149,3.723404255319149,0.0,0.0,175.0,175.0,175,175,175,0.0,0.0,47.0,47.0,47,47,47,0.0,0.0,0.007401,0.007401,0.007401,0.007401,0.007401,0.0,0.0
a,diff,instance_0018.txt,1,1,0,14.518072289156626,14.518072289156626,14.518072289156626,14.518072289156626,14.518072289156626,0.0,0.0,1205.0,1205.0,1205,1205,1205,0.0,0.0,83.0,83.0,83,83,83,0.0,0.0,0.057974,0.057974,0.057974,0.057974,0.057974,0.0,0.0
a,diff,instance_0019.txt,1,1,0,9.514285714285714,9.514285714285714,9.514285714285714,9.514285714285714,9.514285714285714,0.0,0.0,999.0,999.0,999,999,999,0.0,0.0,105.0,105.0,105,105,105,0.0,0.0,0.072779,0.072779,0.072779,0.072779,0.072779,0.0,0.0
a,diff,instance_0020.txt,1,1,0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,3.0,3.0,3,3,3,0.0,0.0,0.00017,0.00017,0.00017,0.00017,0.00017,0.0,0.0
a,diff_multi,instance_0001.txt,1,1,0,3.238095238095238,3.238095238095238,3.238095238095238,3.238095238095238,3.238095238095238,0.0,0.0,68.0,68.0,68,68,68,0.0,0.0,21.0,21.0,21,21,21,0.0,0.0,0.002482,0.002482,0.002482,0.002482,0.002482,0.0,0.0
a,diff_multi,instance_0002.txt,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.000216,0.000216,0.000216,0.000216,0.000216,0.0,0.0
a,diff_multi,instance_0003.txt,1,1,0,3.3125,3.3125,3.3125,3.3125,3.3125,0.0,0.0,106.0,106.0,106,106,106,0.0,0.0,32.0,32.0,32,32,32,0.0,0.0,0.008532,0.008532,0.008532,0.008532,0.008532,0.0,0.0
a,diff_multi,instance_0004.txt,1,1,0,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,0.0,0.0,39.0,39.0,39,39,39,0.0,0.0,21.0,21.0,21,21,21,0.0,0.0,0.001524,0.001524,0.001524,0.001524,0.001524,0.0,0.0
a,diff_multi,instance_0005.txt,1,1,0,31.847826086956523,31.847826086956523,31.847826086956523,31.847826086956523,31.847826086956523,0.0,0.0,4395.0,4395.0,4395,4395,4395,0.0,0.0,138.0,138.0,138,138,138,0.0,0.0,0.256208,0.256208,0.256208,0.256208,0.256208,0.0,0.0
a,diff_multi,instance_0006.txt,1,1,0,27.8,27.8,27.8,27.8,27.8,0.0,0.0,3892.0,3892.0,3892,3892,3892,0.0,0.0,140.0,140.0,140,140,140,0.0,0.0,0.413145,0.413145,0.413145,0.413145,0.413145,0.0,0.0
a,diff_multi,instance_0007.txt,1,1,0,26.902097902097903,26.902097902097903,26.902097902097903,26.902097902097903,26.902097902097903,0.0,0.0,3847.0,3847.0,3847,3847,3847,0.0,0.0,143.0,143.0,143,143,143,0.0,0.0,0.2864,0.2864,0.2864,0.2864,0.2864,0.0,0.0
a,diff_multi,instance_0008.txt,1,1,0,20.72992700729927,20.72992700729927,20.72992700729927,20.72992700729927,20.72992700729927,0.0,0.0,2840.0,2840.0,2840,2840,2840,0.0,0.0,137.0,137.0,137,137,137,0.0,0.0,0.242557,0.242557,0.242557,0.242557,0.242557,0.0,0.0
a,diff_multi,instance_0009.txt,1,1,0,2.095890410958904,2.095890410958904,2.095890410958904,2.095890410958904,2.095890410958904,0.0,0.0,153.0,153.0,153,153,153,0.0,0.0,73.0,73.0,73,73,73,0.0,0.0,0.021027,0.021027,0.021027,0.021027,0.021027,0.0,0.0
a,diff_multi,instance_0010.txt,1,1,0,5.781456953642384,5.781456953642384,5.781456953642384,5.781456953642384,5.781456953642384,0.0,0.0,1746.0,1746.0,1746,1746,1746,0.0,0.0,302.0,302.0,302,302,302,0.0,0.0,0.491093,0.491093,0.491093,0.491093,0.491093,0.0,0.0
a,diff_multi,instance_0011.txt,1,1,0,7.024054982817869,7.024054982817869,7.024054982817869,7.024054982817869,7.024054982817869,0.0,0.0,2044.0,2044.0,2044,2044,2044,0.0,0.0,291.0,291.0,291,291,291,0.0,0.0,0.408704,0.408704,0.408704,0.408704,0.408704,0.0,0.0
a,diff_multi,instance_0012.txt,1,1,0,2.6818181818181817,2.6818181818181817,2.6818181818181817,2.6818181818181817,2.6818181818181817,0.0,0.0,177.0,177.0,177,177,177,0.0,0.0,66.0,66.0,66,66,66,0.0,0.0,0.033794,0.033794,0.033794,0.033794,0.033794,0.0,0.0
a,diff_multi,instance_0013.txt,1,1,0,12.766016713091922,12.766016713091922,12.766016713091922,12.766016713091922,12.766016713091922,0.0,0.0,4583.0,4583.0,4583,4583,4583,0.0,0.0,359.0,359.0,359,359,359,0.0,0.0,0.772445,0.772445,0.772445,0.772445,0.772445,0.0,0.0
a,diff_multi,instance_0014.txt,1,1,0,20.41952506596306,20.41952506596306,20.41952506596306,20.41952506596306,20.41952506596306,0.0,0.0,7739.0,7739.0,7739,7739,7739,0.0,0.0,379.0,379.0,379,379,379,0.0,0.0,1.181417,1.181417,1.181417,1.181417,1.181417,0.0,0.0
a,diff_multi,instance_0015.txt,1,1,0,10.481481481481481,10.481481481481481,10.481481481481481,10.481481481481481,10.481481481481481,0.0,0.0,3679.0,3679.0,3679,3679,3679,0.0,0.0,351.0,351.0,351,351,351,0.0,0.0,0.768725,0.768725,0.768725,0.768725,0.768725,0.0,0.0
a,diff_multi,instance_0016.txt,1,1,0,9.661971830985916,9.661971830985916,9.661971830985916,9.661971830985916,9.661971830985916,0.0,0.0,686.0,686.0,686,686,686,0.0,0.0,71.0,71.0,71,71,71,0.0,0.0,0.029352,0.029352,0.029352,0.029352,0.029352,0.0,0.0
a,diff_multi,instance_0017.txt,1,1,0,3.888888888888889,3.888888888888889,3.888888888888889,3.888888888888889,3.888888888888889,0.0,0.0,175.0,175.0,175,175,175,0.0,0.0,45.0,45.0,45,45,45,0.0,0.0,0.011687,0.011687,0.011687,0.011687,0.011687,0.0,0.0
a,diff_multi,instance_0018.txt,1,1,0,14.876543209876543,14.876543209876543,14.876543209876543,14.876543209876543,14.876543209876543,0.0,0.0,1205.0,1205.0,1205,1205,1205,0.0,0.0,81.0,81.0,81,81,81,0.0,0.0,0.048163,0.048163,0.048163,0.048163,0.048163,0.0,0.0
a,diff_multi,instance_0019.txt,1,1,0,9.336448598130842,9.336448598130842,9.336448598130842,9.336448598130842,9.336448598130842,0.0,0.0,999.0,999.0,999,999,999,0.0,0.0,107.0,107.0,107,107,107,0.0,0.0,0.086361,0.086361,0.086361,0.086361,0.086361,0.0,0.0
a,diff_multi,instance_0020.txt,1,1,0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,12.0,12.0,12,12,12,0.0,0.0,3.0,3.0,3,3,3,0.0,0.0,0.000143,0.000143,0.000143,0.000143,0.000143,0.0,0.0
a,greedy_set_cover,instance_0001.txt,1,1,0,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,0.0,0.0,68.0,68.0,68,68,68,0.0,0.0,6.0,6.0,6,6,6,0.0,0.0,0.390901,0.390901,0.390901,0.390901,0.390901,0.0,0.0
a,greedy_set_cover,instance_0002.txt,1,1,0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.000314,0.000314,0.000314,0.000314,0.000314,0.0,0.0
a,greedy_set_cover,instance_0003.txt,1,1,0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,100.0,100.0,100,100,100,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,2.791469,2.791469,2.791469,2.791469,2.791469,0.0,0.0
a,greedy_set_cover,instance_0004.txt,1,1,0,3.5,3.5,3.5,3.5,3.5,0.0,0.0,7.0,7.0,7,7,7,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.110378,0.110378,0.110378,0.110378,0.110378,0.0,0.0
a,greedy_set_cover,instance_0020.txt,1,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.000468,0.000468,0.000468,0.000468,0.000468,0.0,0.0
a,lagrangian_relaxation,instance_0001.txt,2,2,0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,30.0,30.0,30,30,30,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.5689535,0.5689535,0.568523,0.568523,0.569384,1.8533025000000028e-07,0.0004305000000000003
