dataset,instance,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,instance_0001.txt,3.094975892330965,3.0009881422924902,3.090909090909091,2.4285714285714284,4.25,0.22519045693692788,0.47454236579775244,67.7,68.0,68,67,68,0.20999999999999996,0.45825756949558394,22.333333333333332,22.5,22,16,28,9.28888888888889,3.0477678535099897,0.002121685133333055,0.0021319600000140326,0.0021312310000212165,0.0015236179999646993,0.0027085859999829154,6.887631097696926e-08,0.0002624429670937464
a,instance_0002.txt,1.4,1.0,1.0,1.0,2.0,0.24000000000000005,0.48989794855663565,2.0,2.0,2,2,2,0.0,0.0,1.6,2.0,2,1,2,0.24000000000000005,0.48989794855663565,2.757139999971514e-05,3.09790000301291e-05,4.007699999419856e-05,1.9804000032763724e-05,4.007699999419856e-05,3.7209129231312827e-11,6.099928625099873e-06
a,instance_0003.txt,3.1619757741078827,3.212121212121212,3.212121212121212,2.5238095238095237,3.6551724137931036,0.08112170636434354,0.28481872544540243,105.96666666666667,106.0,106,105,106,0.032222222222222215,0.17950549357115012,33.8,33.0,33,29,42,10.293333333333333,3.208322510804257,0.004360023233329002,0.004166845999975521,0.004062746999977662,0.002694531999964056,0.006930414999999357,1.5354262807858134e-06,0.001239123190318789
a,instance_0004.txt,1.8874721189032675,1.9047619047619047,1.9047619047619047,1.56,2.3529411764705883,0.03986102721599522,0.19965226574220293,39.46666666666667,39.5,40,38,40,0.31555555555555564,0.5617433182117573,21.133333333333333,21.0,21,17,25,4.58222222222222,2.140612581066976,0.001026228966660862,0.0011269345000073372,0.0015044219999822417,0.0005923119999806659,0.0015504660000260628,9.276527077449685e-08,0.00030457391676651637
a,instance_0005.txt,32.35769937621154,32.19455775010734,32.08029197080292,31.170212765957448,34.3359375,0.3890616870984235,0.6237480958675734,4394.733333333334,4395.0,4395,4394,4395,0.19555555555555557,0.4422166387140533,135.86666666666667,136.5,137,128,141,6.5822222222222235,2.5655841873191814,0.10730997790000553,0.1039850775000275,0.10724099399999432,0.10102369399999134,0.1561781390000192,0.00011323204751206594,0.010641054812003645
a,instance_0006.txt,27.324191864130537,27.408450704225352,27.408450704225352,26.2972972972973,28.61764705882353,0.3257337584898693,0.5707308984888319,3892.0,3892.0,3892,3892,3892,0.0,0.0,142.5,142.0,142,136,148,8.85,2.9748949561287032,0.2244222547666671,0.23852231500001153,0.15139577700000473,0.14955724399999326,0.24460725199998024,0.0010815820848061716,0.03288741529530972
a,instance_0007.txt,26.641618929066503,26.71527777777778,26.34931506849315,25.64666666666667,27.28368794326241,0.17209992751598596,0.4148492828919751,3847.0,3847.0,3847,3847,3847,0.0,0.0,144.43333333333334,144.0,146,141,150,5.11222222222222,2.261022384281549,0.23720685660000337,0.23819154299999923,0.23412773999996261,0.2307328080000275,0.2420211510000172,1.0056965037744589e-05,0.003171271832836881
a,instance_0008.txt,21.604072498588835,21.515151515151516,21.515151515151516,20.57246376811594,22.53174603174603,0.22542756554334592,0.47479212877147187,2839.5666666666666,2840.0,2840,2839,2840,0.24555555555555555,0.49553562491061687,131.5,132.0,132,126,138,8.316666666666666,2.8838631497813254,0.20532983950000508,0.1980749694999986,0.16991938500001424,0.16694026699997266,0.2654640020000443,0.0010804352640184367,0.03286997511435682
a,instance_0009.txt,2.284353005374233,2.293306196291271,2.217391304347826,2.013157894736842,2.55,0.013741751686369316,0.11722521779194661,152.56666666666666,153.0,153,152,153,0.24555555555555564,0.4955356249106169,66.96666666666667,66.5,66,60,76,12.298888888888891,3.5069771725645564,0.02050318609999522,0.020452906999992138,0.019486683000025096,0.01834542900002134,0.022934319999990294,9.351566819109443e-07,0.0009670349951842199
a,instance_0010.txt,5.891416645283372,5.888718263718264,5.898648648648648,5.6688311688311686,6.144366197183099,0.010879501815282862,0.10430485039192981,1745.8666666666666,1746.0,1746,1745,1746,0.11555555555555554,0.339934634239519,296.43333333333334,296.5,299,284,308,27.378888888888888,5.232484007513916,0.4258135845666686,0.3829571214999987,0.5278604549999955,0.376847357000031,0.5472123870000019,0.0046622497410030725,0.06828066886757242
a,instance_0011.txt,6.8606529119699164,6.8624161073825505,6.885521885521886,6.683006535947713,7.100694444444445,0.008454839845323811,0.09195020307385847,2044.5666666666666,2045.0,2045,2044,2045,0.24555555555555555,0.49553562491061687,298.06666666666666,298.0,297,288,306,15.79555555555556,3.9743622828770353,0.3464481863333352,0.33632766050001806,0.3210834119999504,0.32079192100002274,0.4222079329999815,0.0007261243532975626,0.026946694663679303
a,instance_0012.txt,2.436511254650031,2.4414954337899544,2.4788732394366195,2.1204819277108435,3.1052631578947367,0.035528989546726536,0.18849135138442435,176.56666666666666,177.0,177,176,177,0.24555555555555564,0.4955356249106169,72.86666666666666,72.5,71,57,83,27.18222222222222,5.213657278937907,0.032207850800004205,0.03231841849998318,0.03166438300002028,0.02578151200003731,0.03502858799998876,3.9065691700449145e-06,0.0019765042803001755
a,instance_0013.txt,12.636268147629048,12.62534435261708,12.590659340659341,12.453804347826088,12.80167597765363,0.00607529056201435,0.07794415027450328,4583.0,4583.0,4583,4583,4583,0.0,0.0,362.7,363.0,364,358,368,5.01,2.238302928559939,0.7792898430333309,0.7462286774999711,1.0066755430000285,0.7038200559999837,1.0066755430000285,0.006232826370590589,0.07894825121933094
a,instance_0014.txt,20.449516152985787,20.473544973544975,20.473544973544975,20.101298701298703,20.803763440860216,0.02487414883283933,0.1577154045514874,7739.0,7739.0,7739,7739,7739,0.0,0.0,378.46666666666664,378.0,378,372,385,8.515555555555554,2.9181424837652385,0.7613073948333294,0.6606770584999708,1.3893744939999806,0.5658738009999524,1.3893744939999806,0.0534171064029246,0.231121410524695
a,instance_0015.txt,10.709492031723123,10.694767441860465,10.632947976878613,10.51142857142857,10.949404761904763,0.013270843939128361,0.11519914903821278,3679.0,3679.0,3679,3679,3679,0.0,0.0,343.56666666666666,344.0,346,336,350,13.578888888888892,3.6849543944109935,0.37386990430001105,0.37405970600002547,0.3713675430000194,0.3605490860001055,0.38251995400003125,2.6968968192707695e-05,0.005193165527181634
a,instance_0016.txt,9.563901714916499,9.527777777777779,9.661971830985916,9.026315789473685,9.942028985507246,0.04913792197089073,0.22167075127515296,686.0,686.0,686,686,686,0.0,0.0,71.76666666666667,72.0,71,69,76,2.778888888888888,1.6669999666733315,0.011429908866671213,0.011715710500027399,0.01055002600003263,0.010105293000037818,0.012503510999977152,5.080987910161859e-07,0.0007128104874482319
a,instance_0017.txt,3.7779191479879306,3.723404255319149,3.888888888888889,3.4313725490196076,4.2682926829268295,0.056516860969489754,0.23773275115029852,175.0,175.0,175,175,175,0.0,0.0,46.5,47.0,45,41,51,8.05,2.8372521918222215,0.004649047800004761,0.004642701999955534,0.004642690999958177,0.004319836000036048,0.005028890000062347,2.4435716314953776e-08,0.0001563192768501498
a,instance_0018.txt,14.951280843274642,14.876543209876543,14.876543209876543,14.345238095238095,15.855263157894736,0.10785591352800299,0.32841424075091963,1205.0,1205.0,1205,1205,1205,0.0,0.0,80.63333333333334,81.0,81,76,84,3.0322222222222224,1.7413277182145301,0.020276354666672585,0.020196264000048814,0.019895290999897952,0.019721379999964483,0.023029968000059853,3.361200381663433e-07,0.0005797586033569
a,instance_0019.txt,9.681961480573621,9.699029126213592,9.699029126213592,9.081818181818182,10.193877551020408,0.07611020099535531,0.2758807731527431,999.0,999.0,999,999,999,0.0,0.0,103.26666666666667,103.0,103,98,110,8.928888888888888,2.9881246441353295,0.041568185633320806,0.039194733000044835,0.04814527199994245,0.036952629999973396,0.05506825699990259,1.8273520783114786e-05,0.004274753885677488
a,instance_0020.txt,3.5,3.333333333333333,3.0,3.0,5.0,0.38333333333333336,0.6191391873668903,11.5,12.0,12,10,12,0.45,0.6708203932499369,3.4,3.5,4,2,4,0.4399999999999999,0.6633249580710799,1.7673199996200612e-05,1.770249997434803e-05,2.7508999892233987e-05,1.36099999963335e-05,2.7508999892233987e-05,5.429144442545258e-12,2.330052454891361e-06
