dataset,instance,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,instance_0001.txt,3.199249667155307,3.1904761904761907,3.526315789473684,2.68,3.9411764705882355,0.09279500409925141,0.3046227242003646,67.43333333333334,67.0,67,67,68,0.24555555555555564,0.4955356249106169,21.266666666666666,21.0,21,17,25,3.995555555555555,1.9988885800753264,0.0035295073333448577,0.0033465145006630337,0.0014797000003454741,0.0013564550008595688,0.0058894609992421465,1.2320895762730086e-06,0.0011099953046175505
a,instance_0002.txt,1.4333333333333333,1.0,1.0,1.0,2.0,0.2455555555555555,0.4955356249106168,2.0,2.0,2,2,2,0.0,0.0,1.5666666666666667,2.0,2,1,2,0.2455555555555555,0.4955356249106168,5.475083326018648e-05,5.3384500461106654e-05,0.00016398999832745176,3.762599953915924e-05,0.00016398999832745176,4.998805902014219e-10,2.2358009531293742e-05
a,instance_0003.txt,3.2656814650716544,3.3125,3.4193548387096775,2.65,3.925925925925926,0.1006792684063242,0.31729996597277504,105.86666666666666,106.0,106,105,106,0.11555555555555556,0.33993463423951903,32.733333333333334,32.0,31,27,40,10.662222222222223,3.2653058390022554,0.004510470599901358,0.004362886999842885,0.004828759998417809,0.003843526999844471,0.006401241000276059,2.521600299879692e-07,0.0005021553843064607
a,instance_0004.txt,1.869800559129877,1.8571428571428572,1.9047619047619047,1.625,2.3529411764705883,0.029584282249205302,0.17200082048991888,39.46666666666667,40.0,40,37,40,0.648888888888889,0.8055363982396382,21.266666666666666,21.0,21,17,24,3.195555555555555,1.787611690372256,0.001228947299872137,0.0012531549991763313,0.0009324710008513648,0.0006906999988132156,0.0030368379993888084,1.787773327477214e-07,0.00042282068628169247
a,instance_0005.txt,32.179708320981696,32.07664233576642,31.847826086956523,31.163120567375888,33.28787878787879,0.25584937596434,0.5058155552811123,4394.666666666667,4395.0,4395,4394,4395,0.2222222222222222,0.4714045207910317,136.6,137.0,138,132,141,4.573333333333334,2.1385353243127256,0.17617830176659482,0.17550609649879334,0.16524342499906197,0.16524342499906197,0.18422991199986427,1.8063917930187705e-05,0.004250166812042523
a,instance_0006.txt,27.143484882962593,27.216783216783217,27.408450704225352,26.120805369127517,28.0,0.24197794528197292,0.4919125382443234,3892.0,3892.0,3892,3892,3892,0.0,0.0,143.43333333333334,143.0,142,139,149,6.778888888888887,2.6036299446904674,0.21118533776667997,0.18041902749973815,0.280214184000215,0.16535539500000596,0.34662742799991975,0.002441820121426645,0.04941477634702646
a,instance_0007.txt,26.62241449559717,26.53103448275862,26.34931506849315,25.993243243243242,27.478571428571428,0.15351828079703803,0.3918140895846371,3847.0,3847.0,3847,3847,3847,0.0,0.0,144.53333333333333,145.0,146,140,148,4.448888888888888,2.1092389359408497,0.22261266980009775,0.17259021199970448,0.3087433250002505,0.15578611300043121,0.35626127300020016,0.0062095221864913175,0.07880052148616351
a,instance_0008.txt,21.638985614503955,21.515151515151516,21.515151515151516,20.722627737226276,22.53174603174603,0.16680076361602666,0.4084124919931155,2839.4666666666667,2839.0,2839,2839,2840,0.24888888888888897,0.4988876515698589,131.26666666666668,132.0,132,126,137,6.1288888888888895,2.475659283683619,0.232822917733453,0.2382488405010008,0.2395525900010398,0.1390920060002827,0.2704965259999881,0.0011980737256946457,0.03461320161000201
a,instance_0009.txt,2.29826244254772,2.293306196291271,2.283582089552239,2.0821917808219177,2.6206896551724137,0.017773175210943754,0.13331607259045608,152.56666666666666,153.0,153,152,153,0.24555555555555564,0.4955356249106169,66.6,66.5,64,58,73,14.040000000000003,3.7469987990390394,0.01640636293323041,0.01682993600024929,0.019805799000096158,0.009444798000913579,0.024061468999207136,2.5945705091366908e-05,0.005093692677357646
a,instance_0010.txt,5.907240704578282,5.918712079426365,5.898648648648648,5.705882352941177,6.041522491349481,0.00685589497925001,0.08280033199963639,1745.8333333333333,1746.0,1746,1745,1746,0.13888888888888887,0.3726779962499649,295.6,295.0,296,289,306,17.57333333333333,4.1920559792699965,0.3613352167998528,0.3592178859998967,0.561642803999348,0.23412783700041473,0.561642803999348,0.008099407667772705,0.08999670920524097
