dataset,algorithm,instance,total_runs,feasible_runs,timed_out_runs,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,simple,instance_0001.txt,5,5,0,2.919012876442056,2.9565217391304346,2.3448275862068964,2.3448275862068964,3.526315789473684,0.17812605045612837,0.4220498198745361,67.4,67.0,67,67,68,0.24,0.4898979485566356,23.6,23.0,29,19,29,12.639999999999999,3.555277766926235,0.003118,0.002751,0.002338,0.002112,0.005234,1.24679e-06,0.0011165975102963466
a,simple,instance_0002.txt,5,5,0,1.2,1.0,1.0,1.0,2.0,0.16000000000000006,0.4000000000000001,2.0,2.0,2,2,2,0.0,0.0,1.8,2.0,2,1,2,0.16000000000000006,0.4000000000000001,0.0008602,0.000254,0.000236,0.000236,0.00329,1.4761065600000002e-06,0.0012149512582815825
a,simple,instance_0003.txt,5,5,0,3.18003920176334,2.9444444444444446,2.65,2.65,3.7857142857142856,0.20567503684283334,0.45351409773328255,106.0,106.0,106,106,106,0.0,0.0,34.0,36.0,40,28,40,22.0,4.69041575982343,0.0065824,0.004549,0.009747,0.003707,0.011104,1.0115230239999999e-05,0.003180444975156778
a,simple,instance_0004.txt,5,5,0,1.8182806324110672,1.7391304347826086,2.0,1.625,2.0,0.023589690512271715,0.15358935676755636,39.4,40.0,40,38,40,0.6399999999999999,0.7999999999999999,21.8,22.0,20,20,24,2.5599999999999996,1.5999999999999999,0.0012167999999999999,0.001174,0.001159,0.001011,0.001554,3.243576e-08,0.00018009930593980645
a,simple,instance_0005.txt,5,5,0,31.800426924181288,31.840579710144926,31.840579710144926,31.392857142857142,32.08029197080292,0.04998174880844314,0.22356598312006937,4394.6,4395.0,4395,4394,4395,0.24,0.4898979485566356,138.2,138.0,138,137,140,0.9600000000000002,0.9797958971132713,0.21228759999999997,0.226983,0.16479,0.16479,0.247223,0.00109328131384,0.03306480476034903
a,simple,instance_0006.txt,5,5,0,26.81181665472201,26.841379310344827,26.841379310344827,26.2972972972973,27.602836879432623,0.20096719959931902,0.4482936533114416,3892.0,3892.0,3892,3892,3892,0.0,0.0,145.2,145.0,145,141,148,5.76,2.4,0.23666079999999998,0.248828,0.263254,0.200278,0.263254,0.0005665746733599996,0.02380282910412121
a,simple,instance_0007.txt,5,5,0,26.316392684359094,26.53103448275862,26.53103448275862,25.818791946308725,26.53103448275862,0.08144614093167246,0.2853877028389143,3847.0,3847.0,3847,3847,3847,0.0,0.0,146.2,145.0,145,145,149,2.56,1.6,0.22892639999999997,0.241664,0.252189,0.167055,0.261823,0.0011326015374399994,0.033654145917553745
a,simple,instance_0008.txt,5,5,0,20.940139519792343,21.02962962962963,21.186567164179106,20.57246376811594,21.186567164179106,0.04351056158689365,0.2085918540760728,2839.2,2839.0,2839,2839,2840,0.15999999999999998,0.39999999999999997,135.6,135.0,135,134,138,1.8399999999999999,1.3564659966250536,0.14745460000000002,0.147384,0.153101,0.125392,0.173065,0.0002515555602399999,0.01586050315217017
a,simple,instance_0009.txt,5,5,0,2.093034741963934,2.095890410958904,1.9615384615384615,1.9487179487179487,2.3181818181818183,0.018220759372145793,0.13498429305717682,152.6,153.0,153,152,153,0.24,0.4898979485566356,73.2,73.0,78,66,78,20.56,4.534313619501853,0.0226226,0.024751,0.026625,0.015022,0.028364,2.5905730639999996e-05,0.005089767248116558
a,simple,instance_0010.txt,5,5,0,5.621695189252868,5.632258064516129,5.632258064516129,5.560509554140127,5.687296416938111,0.0017845423785833741,0.04224384426852478,1746.0,1746.0,1746,1746,1746,0.0,0.0,310.6,310.0,310,307,314,5.44,2.3323807579381204,0.2465,0.245693,0.245693,0.221967,0.293903,0.0006785908488000005,0.02604977636756217
