dataset,algorithm,instance,total_runs,feasible_runs,infeasible_runs,timed_out_runs,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,gap_mean,gap_median,gap_mode,gap_min,gap_max,gap_variance,gap_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,simple_asc_exact,instance_0001.txt,5,5,0,0,2.4444444444444446,2.4444444444444446,2.4444444444444446,2.4444444444444446,2.4444444444444446,0.0,0.0,0.837037037037037,0.837037037037037,0.837037037037037,0.837037037037037,0.837037037037037,0.0,0.0,66.0,66.0,66,66,66,0.0,0.0,27.0,27.0,27,27,27,0.0,0.0,0.0497142,0.047717,0.051068,0.035099,0.075062,0.00019274571496000003,0.013883289054111063
a,simple_asc_exact,instance_0002.txt,5,5,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.011786,0.011533,0.008222,0.008222,0.015825,9.914294e-06,0.0031486971909029295
a,simple_asc_exact,instance_0003.txt,5,5,0,0,2.9714285714285715,2.9714285714285715,2.9714285714285715,2.9714285714285715,2.9714285714285715,0.0,0.0,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.0,0.0,104.0,104.0,104,104,104,0.0,0.0,35.0,35.0,35,35,35,0.0,0.0,0.058773200000000005,0.047951,0.047951,0.042252,0.083568,0.00026459587256000007,0.016266403184478126
a,simple_asc_exact,instance_0004.txt,5,5,0,0,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.0,0.0,0.5102040816326531,0.5102040816326531,0.5102040816326531,0.5102040816326531,0.5102040816326531,0.0,0.0,36.0,36.0,36,36,36,0.0,0.0,21.0,21.0,21,21,21,0.0,0.0,0.0262364,0.021185,0.019826,0.018042,0.036731,6.556592104e-05,0.008097278619388122
a,simple_asc_exact,instance_0005.txt,5,5,0,0,31.15602836879433,31.156028368794328,31.156028368794328,31.156028368794328,31.156028368794328,1.262177448353619e-29,3.552713678800501e-15,0.8248431293391747,0.8248431293391746,0.8248431293391746,0.8248431293391746,0.8248431293391746,1.232595164407831e-32,1.1102230246251565e-16,4393.0,4393.0,4393,4393,4393,0.0,0.0,141.0,141.0,141,141,141,0.0,0.0,1.3225222,1.390919,1.037862,1.037862,1.60335,0.038355401472559995,0.19584535090872082
a,simple_asc_exact,instance_0006.txt,5,5,0,0,26.841379310344827,26.841379310344827,26.841379310344827,26.841379310344827,26.841379310344827,0.0,0.0,0.9611557462947253,0.9611557462947253,0.9611557462947253,0.9611557462947253,0.9611557462947253,0.0,0.0,3892.0,3892.0,3892,3892,3892,0.0,0.0,145.0,145.0,145,145,145,0.0,0.0,1.5087401999999999,1.558497,1.879826,1.191805,1.879826,0.06510653401576,0.25515982053560077
a,simple_asc_exact,instance_0007.txt,5,5,0,0,26.53103448275862,26.53103448275862,26.53103448275862,26.53103448275862,26.53103448275862,0.0,0.0,0.9323619261115141,0.932361926111514,0.932361926111514,0.932361926111514,0.932361926111514,1.232595164407831e-32,1.1102230246251565e-16,3847.0,3847.0,3847,3847,3847,0.0,0.0,145.0,145.0,145,145,145,0.0,0.0,1.2441602,1.214531,1.21066,1.188077,1.392716,0.005615065462960001,0.07493374048424382
a,simple_asc_exact,instance_0008.txt,5,5,0,0,20.41007194244604,20.41007194244604,20.41007194244604,20.41007194244604,20.41007194244604,0.0,0.0,0.8747396306781289,0.8747396306781289,0.8747396306781289,0.8747396306781289,0.8747396306781289,0.0,0.0,2837.0,2837.0,2837,2837,2837,0.0,0.0,139.0,139.0,139,139,139,0.0,0.0,0.973706,0.962249,0.867503,0.867503,1.07682,0.004704029610000004,0.0685859286588729
a,simple_asc_exact,instance_0009.txt,5,5,0,0,2.026666666666667,2.026666666666667,2.026666666666667,2.026666666666667,2.026666666666667,0.0,0.0,0.5411320754716981,0.5411320754716981,0.5411320754716981,0.5411320754716981,0.5411320754716981,0.0,0.0,152.0,152.0,152,152,152,0.0,0.0,75.0,75.0,75,75,75,0.0,0.0,0.1422158,0.128649,0.108149,0.108149,0.200803,0.00110324759456,0.03321517115054505
a,simple_asc_exact,instance_0010.txt,5,5,0,0,5.7781456953642385,5.7781456953642385,5.7781456953642385,5.7781456953642385,5.7781456953642385,0.0,0.0,0.6623385342005395,0.6623385342005395,0.6623385342005395,0.6623385342005395,0.6623385342005395,0.0,0.0,1745.0,1745.0,1745,1745,1745,0.0,0.0,302.0,302.0,302,302,302,0.0,0.0,1.2058642,1.236988,1.112642,1.070695,1.359397,0.010682967106960001,0.10335843994062605
