dataset,algorithm,instance,total_runs,feasible_runs,infeasible_runs,timed_out_runs,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
x,bigger,instance_0001.txt,1,1,0,0,19.349593495934958,19.349593495934958,19.349593495934958,19.349593495934958,19.349593495934958,0.0,0.0,2380.0,2380.0,2380,2380,2380,0.0,0.0,123.0,123.0,123,123,123,0.0,0.0,0.073381,0.073381,0.073381,0.073381,0.073381,0.0,0.0
x,bigger,instance_0002.txt,1,1,0,0,13.554621848739496,13.554621848739496,13.554621848739496,13.554621848739496,13.554621848739496,0.0,0.0,1613.0,1613.0,1613,1613,1613,0.0,0.0,119.0,119.0,119,119,119,0.0,0.0,0.062458,0.062458,0.062458,0.062458,0.062458,0.0,0.0
x,bigger,instance_0003.txt,1,1,0,0,31.41269841269841,31.41269841269841,31.41269841269841,31.41269841269841,31.41269841269841,0.0,0.0,3958.0,3958.0,3958,3958,3958,0.0,0.0,126.0,126.0,126,126,126,0.0,0.0,0.069769,0.069769,0.069769,0.069769,0.069769,0.0,0.0
x,bigger,instance_0004.txt,1,1,0,0,36.347457627118644,36.347457627118644,36.347457627118644,36.347457627118644,36.347457627118644,0.0,0.0,4289.0,4289.0,4289,4289,4289,0.0,0.0,118.0,118.0,118,118,118,0.0,0.0,0.102647,0.102647,0.102647,0.102647,0.102647,0.0,0.0
x,bigger,instance_0005.txt,1,1,0,0,35.90845070422535,35.90845070422535,35.90845070422535,35.90845070422535,35.90845070422535,0.0,0.0,5099.0,5099.0,5099,5099,5099,0.0,0.0,142.0,142.0,142,142,142,0.0,0.0,0.097933,0.097933,0.097933,0.097933,0.097933,0.0,0.0
x,bigger,instance_0006.txt,1,1,0,0,28.92233009708738,28.92233009708738,28.92233009708738,28.92233009708738,28.92233009708738,0.0,0.0,2979.0,2979.0,2979,2979,2979,0.0,0.0,103.0,103.0,103,103,103,0.0,0.0,0.080727,0.080727,0.080727,0.080727,0.080727,0.0,0.0
x,bigger,instance_0007.txt,1,1,0,0,14.793565683646113,14.793565683646113,14.793565683646113,14.793565683646113,14.793565683646113,0.0,0.0,5518.0,5518.0,5518,5518,5518,0.0,0.0,373.0,373.0,373,373,373,0.0,0.0,0.537905,0.537905,0.537905,0.537905,0.537905,0.0,0.0
x,bigger,instance_0008.txt,1,1,0,0,22.869565217391305,22.869565217391305,22.869565217391305,22.869565217391305,22.869565217391305,0.0,0.0,10520.0,10520.0,10520,10520,10520,0.0,0.0,460.0,460.0,460,460,460,0.0,0.0,1.493017,1.493017,1.493017,1.493017,1.493017,0.0,0.0
x,bigger,instance_0009.txt,1,1,0,0,41.47835497835498,41.47835497835498,41.47835497835498,41.47835497835498,41.47835497835498,0.0,0.0,19163.0,19163.0,19163,19163,19163,0.0,0.0,462.0,462.0,462,462,462,0.0,0.0,2.480817,2.480817,2.480817,2.480817,2.480817,0.0,0.0
x,bigger,instance_0010.txt,1,1,0,0,31.86092715231788,31.86092715231788,31.86092715231788,31.86092715231788,31.86092715231788,0.0,0.0,14433.0,14433.0,14433,14433,14433,0.0,0.0,453.0,453.0,453,453,453,0.0,0.0,0.835498,0.835498,0.835498,0.835498,0.835498,0.0,0.0
x,bigger,instance_0011.txt,1,1,0,0,49.48109243697479,49.48109243697479,49.48109243697479,49.48109243697479,49.48109243697479,0.0,0.0,23553.0,23553.0,23553,23553,23553,0.0,0.0,476.0,476.0,476,476,476,0.0,0.0,3.11326,3.11326,3.11326,3.11326,3.11326,0.0,0.0
x,bigger,instance_0012.txt,1,1,0,0,60.56603773584906,60.56603773584906,60.56603773584906,60.56603773584906,60.56603773584906,0.0,0.0,28890.0,28890.0,28890,28890,28890,0.0,0.0,477.0,477.0,477,477,477,0.0,0.0,6.371674,6.371674,6.371674,6.371674,6.371674,0.0,0.0
x,bigger,instance_0013.txt,1,1,0,0,59.125786163522015,59.125786163522015,59.125786163522015,59.125786163522015,59.125786163522015,0.0,0.0,28203.0,28203.0,28203,28203,28203,0.0,0.0,477.0,477.0,477,477,477,0.0,0.0,5.535676,5.535676,5.535676,5.535676,5.535676,0.0,0.0
x,bigger,instance_0014.txt,1,1,0,0,48.45243128964059,48.45243128964059,48.45243128964059,48.45243128964059,48.45243128964059,0.0,0.0,22918.0,22918.0,22918,22918,22918,0.0,0.0,473.0,473.0,473,473,473,0.0,0.0,2.759742,2.759742,2.759742,2.759742,2.759742,0.0,0.0
x,bigger,instance_0015.txt,1,1,0,0,44.63551401869159,44.63551401869159,44.63551401869159,44.63551401869159,44.63551401869159,0.0,0.0,4776.0,4776.0,4776,4776,4776,0.0,0.0,107.0,107.0,107,107,107,0.0,0.0,0.146645,0.146645,0.146645,0.146645,0.146645,0.0,0.0
x,bigger_exact,instance_0001.txt,1,1,0,0,20.16949152542373,20.16949152542373,20.16949152542373,20.16949152542373,20.16949152542373,0.0,0.0,2380.0,2380.0,2380,2380,2380,0.0,0.0,118.0,118.0,118,118,118,0.0,0.0,0.246977,0.246977,0.246977,0.246977,0.246977,0.0,0.0
