dataset,algorithm,instance,total_runs,feasible_runs,infeasible_runs,timed_out_runs,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
b,bigger,instance_0001.txt,1,1,0,0,29.392592592592592,29.392592592592592,29.392592592592592,29.392592592592592,29.392592592592592,0.0,0.0,3968.0,3968.0,3968,3968,3968,0.0,0.0,135.0,135.0,135,135,135,0.0,0.0,0.065111,0.065111,0.065111,0.065111,0.065111,0.0,0.0
b,bigger,instance_0002.txt,1,1,0,0,32.12264150943396,32.12264150943396,32.12264150943396,32.12264150943396,32.12264150943396,0.0,0.0,3405.0,3405.0,3405,3405,3405,0.0,0.0,106.0,106.0,106,106,106,0.0,0.0,0.057227,0.057227,0.057227,0.057227,0.057227,0.0,0.0
b,bigger,instance_0003.txt,1,1,0,0,28.666666666666668,28.666666666666668,28.666666666666668,28.666666666666668,28.666666666666668,0.0,0.0,2150.0,2150.0,2150,2150,2150,0.0,0.0,75.0,75.0,75,75,75,0.0,0.0,0.039493,0.039493,0.039493,0.039493,0.039493,0.0,0.0
b,bigger,instance_0004.txt,1,1,0,0,30.129032258064516,30.129032258064516,30.129032258064516,30.129032258064516,30.129032258064516,0.0,0.0,2802.0,2802.0,2802,2802,2802,0.0,0.0,93.0,93.0,93,93,93,0.0,0.0,0.050585,0.050585,0.050585,0.050585,0.050585,0.0,0.0
b,bigger,instance_0005.txt,1,1,0,0,22.952,22.952,22.952,22.952,22.952,0.0,0.0,2869.0,2869.0,2869,2869,2869,0.0,0.0,125.0,125.0,125,125,125,0.0,0.0,0.045279,0.045279,0.045279,0.045279,0.045279,0.0,0.0
b,bigger,instance_0006.txt,1,1,0,0,26.355555555555554,26.355555555555554,26.355555555555554,26.355555555555554,26.355555555555554,0.0,0.0,3558.0,3558.0,3558,3558,3558,0.0,0.0,135.0,135.0,135,135,135,0.0,0.0,0.103783,0.103783,0.103783,0.103783,0.103783,0.0,0.0
b,bigger,instance_0007.txt,1,1,0,0,7.572727272727272,7.572727272727272,7.572727272727272,7.572727272727272,7.572727272727272,0.0,0.0,833.0,833.0,833,833,833,0.0,0.0,110.0,110.0,110,110,110,0.0,0.0,0.03187,0.03187,0.03187,0.03187,0.03187,0.0,0.0
b,bigger,instance_0008.txt,1,1,0,0,17.28813559322034,17.28813559322034,17.28813559322034,17.28813559322034,17.28813559322034,0.0,0.0,6120.0,6120.0,6120,6120,6120,0.0,0.0,354.0,354.0,354,354,354,0.0,0.0,0.688248,0.688248,0.688248,0.688248,0.688248,0.0,0.0
b,bigger,instance_0009.txt,1,1,0,0,9.34402332361516,9.34402332361516,9.34402332361516,9.34402332361516,9.34402332361516,0.0,0.0,3205.0,3205.0,3205,3205,3205,0.0,0.0,343.0,343.0,343,343,343,0.0,0.0,0.245675,0.245675,0.245675,0.245675,0.245675,0.0,0.0
b,bigger,instance_0010.txt,1,1,0,0,20.35,20.35,20.35,20.35,20.35,0.0,0.0,9361.0,9361.0,9361,9361,9361,0.0,0.0,460.0,460.0,460,460,460,0.0,0.0,1.373882,1.373882,1.373882,1.373882,1.373882,0.0,0.0
