dataset,algorithm,instance,total_runs,feasible_runs,timed_out_runs,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,simple,instance_0001.txt,5,5,0,2.9849896480331264,2.9130434782608696,3.35,2.4285714285714284,3.4,0.12864865467295933,0.3586762532883371,67.6,68.0,68,67,68,0.24,0.4898979485566356,23.0,23.0,20,20,28,8.8,2.9664793948382653,0.002639,0.002842,0.003374,0.00179,0.003374,3.9510400000000004e-07,0.0006285729870110551
a,simple,instance_0002.txt,5,5,0,1.4,1.0,1.0,1.0,2.0,0.24,0.4898979485566356,2.0,2.0,2,2,2,0.0,0.0,1.6,2.0,2,1,2,0.24,0.4898979485566356,0.00024139999999999999,0.000248,0.000226,0.000226,0.000254,1.5184000000000012e-10,1.2322337440599495e-05
a,simple,instance_0003.txt,5,5,0,3.1474067112776787,3.212121212121212,3.212121212121212,2.864864864864865,3.4193548387096775,0.0352566873285725,0.18776764185709022,106.0,106.0,106,106,106,0.0,0.0,33.8,33.0,33,31,37,4.160000000000001,2.039607805437114,0.0045996000000000006,0.004671,0.004689,0.003722,0.005595,3.7034224e-07,0.0006085575075537232
a,simple,instance_0004.txt,5,5,0,1.7060135516657255,1.6956521739130435,1.625,1.625,1.8571428571428572,0.007305153755482731,0.08547019220455007,38.8,39.0,39,38,39,0.16,0.4,22.8,23.0,24,21,24,1.3599999999999999,1.16619037896906,0.0014789999999999998,0.001442,0.001556,0.001281,0.001726,2.3086400000000014e-08,0.0001519420942332967
a,simple,instance_0005.txt,5,5,0,31.940715854892765,31.847826086956523,31.618705035971225,31.618705035971225,32.31617647058823,0.05655977800914275,0.23782299722512695,4394.8,4395.0,4395,4394,4395,0.15999999999999998,0.39999999999999997,137.6,138.0,138,136,139,1.04,1.019803902718557,0.2136644,0.216133,0.21135,0.182906,0.236045,0.00030520969143999984,0.017470251613528633
a,simple,instance_0006.txt,5,5,0,26.772439161003632,26.65753424657534,26.65753424657534,26.2972972972973,27.408450704225352,0.13228589933366677,0.363711285683668,3892.0,3892.0,3892,3892,3892,0.0,0.0,145.4,146.0,146,142,148,3.839999999999999,1.9595917942265422,0.2145838,0.199586,0.199163,0.19696,0.25216,0.00045896911055999984,0.02142356437570555
a,simple,instance_0007.txt,5,5,0,26.531539258909362,26.53103448275862,26.53103448275862,26.34931506849315,26.71527777777778,0.013393252657137983,0.1157292212759508,3847.0,3847.0,3847,3847,3847,0.0,0.0,145.0,145.0,145,144,146,0.4,0.6324555320336759,0.2260964,0.235824,0.265556,0.187855,0.265556,0.0010021443234400004,0.03165666317602031
a,simple,instance_0008.txt,5,5,0,21.26089693200808,21.353383458646615,21.353383458646615,20.57246376811594,21.6793893129771,0.13468062487523727,0.36698858957089836,2839.6,2840.0,2840,2839,2840,0.24,0.4898979485566356,133.6,133.0,133,131,138,5.4399999999999995,2.33238075793812,0.1352296,0.13906,0.110232,0.110232,0.14931,0.00017428823863999994,0.013201827094762298
a,simple,instance_0009.txt,5,5,0,1.996205499219198,1.9870129870129871,1.9870129870129871,1.8,2.111111111111111,0.012361196751597064,0.11118091900860086,152.8,153.0,153,152,153,0.16,0.4,76.8,77.0,77,72,85,20.96,4.578209256903839,0.0150306,0.015616,0.016319,0.012485,0.01665,2.4006298400000015e-06,0.0015493966051337538
a,simple,instance_0010.txt,5,5,0,5.63778592043009,5.560509554140127,5.743421052631579,5.525316455696203,5.82,0.014521208509468414,0.12050397715207749,1745.8,1746.0,1746,1745,1746,0.16,0.4,309.8,314.0,304,300,316,42.559999999999995,6.523802572120036,0.2590294,0.256682,0.256682,0.222774,0.302701,0.0009019593894399998,0.030032638735881998
