dataset,algorithm,instance,total_runs,feasible_runs,timed_out_runs,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,simple,instance_0001.txt,5,5,0,2.96297233201581,2.9565217391304346,2.9565217391304346,2.72,3.090909090909091,0.018370880594916313,0.13553922161100201,68.0,68.0,68,68,68,0.0,0.0,23.0,23.0,23,22,25,1.2,1.0954451150103321,0.0021326,0.002137,0.002089,0.0019,0.00227,1.859303999999999e-08,0.00013635629798436152
a,simple,instance_0002.txt,5,5,0,1.4,1.0,1.0,1.0,2.0,0.24,0.4898979485566356,2.0,2.0,2,2,2,0.0,0.0,1.6,2.0,2,1,2,0.24,0.4898979485566356,0.000233,0.000229,0.000229,0.000215,0.000258,2.467999999999998e-10,1.570986950932438e-05
a,simple,instance_0003.txt,5,5,0,2.790246927089032,2.789473684210526,2.789473684210526,2.717948717948718,2.864864864864865,0.002159332279292425,0.046468616068185475,106.0,106.0,106,106,106,0.0,0.0,38.0,38.0,38,37,39,0.4,0.6324555320336759,0.006008200000000001,0.005229,0.005229,0.004019,0.010174,4.588786960000001e-06,0.002142145410563905
a,simple,instance_0004.txt,5,5,0,1.8067832167832165,1.7727272727272727,1.7727272727272727,1.5384615384615385,2.0,0.026431982004009962,0.1625791561179045,39.4,39.0,39,39,40,0.24,0.4898979485566356,22.0,22.0,22,20,26,4.8,2.1908902300206643,0.0022992,0.001479,0.001502,0.001364,0.005706,2.90375976e-06,0.001704042182576476
a,simple,instance_0005.txt,5,5,0,31.942598999701875,32.07299270072993,32.08029197080292,31.392857142857142,32.54814814814815,0.16195501033013643,0.40243634320242055,4394.6,4395.0,4395,4394,4395,0.24000000000000005,0.48989794855663565,137.6,137.0,137,135,140,3.04,1.7435595774162693,0.215215,0.212199,0.212199,0.197467,0.247366,0.0003137657091999999,0.017713433015652272
a,simple,instance_0006.txt,5,5,0,27.18900246128476,27.408450704225352,26.476190476190474,26.476190476190474,27.8,0.2766587677260095,0.5259836192563505,3892.0,3892.0,3892,3892,3892,0.0,0.0,143.2,142.0,147,140,147,7.76,2.7856776554368237,0.2341672,0.245588,0.251308,0.189118,0.293068,0.0015443711785599994,0.03929848824776851
a,simple,instance_0007.txt,5,5,0,26.460366109810742,26.34931506849315,26.34931506849315,26.170068027210885,26.902097902097903,0.061811727913784864,0.24861964506809364,3847.0,3847.0,3847,3847,3847,0.0,0.0,145.4,146.0,146,143,147,1.8399999999999999,1.3564659966250536,0.20868159999999997,0.232299,0.187686,0.146229,0.24209,0.0013426376922400002,0.03664202085365926
a,simple,instance_0008.txt,5,5,0,21.16479725929846,21.186567164179106,20.88235294117647,20.72992700729927,21.671755725190838,0.11238649967925637,0.33524095763980927,2839.6,2840.0,2840,2839,2840,0.24,0.4898979485566356,134.2,134.0,136,131,137,4.5600000000000005,2.1354156504062622,0.1441488,0.139758,0.15686,0.138969,0.15686,4.5716528560000016e-05,0.006761399896471145
a,simple,instance_0009.txt,5,5,0,2.042048196024866,2.054054054054054,1.853658536585366,1.853658536585366,2.217391304347826,0.015155343794596324,0.12310704201870958,152.2,152.0,152,152,153,0.16,0.4,74.8,74.0,82,69,82,19.759999999999998,4.445222154178573,0.0184968,0.021778,0.021778,0.013424,0.021898,1.659662816e-05,0.004073895943688302
a,simple,instance_0010.txt,5,5,0,5.602483530573697,5.560509554140127,5.781456953642384,5.4392523364485985,5.781456953642384,0.015416759502041027,0.12416424405617354,1746.0,1746.0,1746,1746,1746,0.0,0.0,311.8,314.0,302,302,321,47.36,6.881860213634101,0.2770812,0.296328,0.226463,0.226463,0.306169,0.0009456514333600003,0.030751446036893944
a,simple,instance_0011.txt,5,5,0,6.529182113550425,6.551282051282051,6.551282051282051,6.328173374613003,6.6396103896103895,0.011145378133431697,0.10557167296880209,2044.4,2044.0,2044,2044,2045,0.24,0.4898979485566356,313.2,312.0,312,308,323,26.159999999999997,5.1146847410177685,0.2701838,0.27909,0.223165,0.223165,0.321323,0.0013128299213600004,0.03623299492672391
a,simple,instance_0012.txt,5,5,0,2.241799366218996,2.1463414634146343,2.1463414634146343,2.1325301204819276,2.391891891891892,0.015043944601059947,0.12265375901724311,176.6,177.0,177,176,177,0.24,0.4898979485566356,79.0,82.0,82,74,83,16.8,4.09878030638384,0.024181599999999998,0.02336,0.021712,0.021712,0.029586,7.743259840000006e-06,0.0027826713496207213
a,simple,instance_0013.txt,5,5,0,12.482404580563259,12.386486486486486,12.386486486486486,12.35309973045822,12.695290858725762,0.018431993263334168,0.1357644771776998,4583.0,4583.0,4583,4583,4583,0.0,0.0,367.2,370.0,370,361,371,15.759999999999996,3.9698866482558413,0.6950954,0.606639,0.590809,0.590809,0.8439,0.01364912622584,0.11682947498743629
