dataset,instance,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,instance_0001.txt,8.0,8.0,6.2,6.2,9.8,3.240000000000001,1.8000000000000003,40.0,40.0,31,31,49,81.0,9.0,5.0,5.0,5,5,5,0.0,0.0,1.5679188524998153,1.5679188524998153,1.5662808429997312,1.5662808429997312,1.5695568619998994,2.6830751223657013e-06,0.001638009500084081
a,instance_0002.txt,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.23104228850002073,0.23104228850002073,0.23227811700007805,0.2298064599999634,0.23227811700007805,1.5272720815539335e-06,0.0012358285000573233
a,instance_0003.txt,4.416666666666667,4.416666666666667,4.416666666666667,4.416666666666667,4.416666666666667,0.0,0.0,106.0,106.0,106,106,106,0.0,0.0,24.0,24.0,24,24,24,0.0,0.0,1.7281123514999308,1.7281123514999308,1.7261706780000168,1.7261706780000168,1.7300540249998448,3.770095980268405e-06,0.0019416734999140317
a,instance_0004.txt,3.5,3.5,3.5,3.5,3.5,0.0,0.0,7.0,7.0,7,7,7,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.5334646124997562,1.5334646124997562,1.533064032999846,1.533064032999846,1.5338651919996664,1.6046393574833503e-07,0.00040057949991023634
a,instance_0009.txt,3.0030687397708675,3.0030687397708675,3.0638297872340425,2.9423076923076925,3.0638297872340425,0.0036919048888222066,0.06076104746317501,148.5,148.5,144,144,153,20.25,4.5,49.5,49.5,47,47,52,6.25,2.5,2.176555497499976,2.176555497499976,2.1181870639998124,2.1181870639998124,2.2349239310001394,0.003406874029263011,0.05836843350016352
a,instance_0012.txt,3.6875,3.6875,3.6875,3.6875,3.6875,0.0,0.0,177.0,177.0,177,177,177,0.0,0.0,48.0,48.0,48,48,48,0.0,0.0,2.291057318999947,2.291057318999947,2.2482253749999472,2.2482253749999472,2.3338892629999464,0.001834575426819099,0.04283194399999957
a,instance_0016.txt,10.066176470588236,10.066176470588236,10.044117647058824,10.044117647058824,10.088235294117647,0.00048659169550170704,0.022058823529411242,684.5,684.5,683,683,686,2.25,1.5,68.0,68.0,68,68,68,0.0,0.0,3.297498551999979,3.297498551999979,3.317273777000082,3.277723326999876,3.317273777000082,0.00039105952380470233,0.01977522500010309
a,instance_0017.txt,4.166666666666667,4.166666666666667,4.166666666666667,4.166666666666667,4.166666666666667,0.0,0.0,175.0,175.0,175,175,175,0.0,0.0,42.0,42.0,42,42,42,0.0,0.0,1.9134523959999115,1.9134523959999115,1.8999772309998662,1.8999772309998662,1.9269275609999568,0.00018158007177844607,0.013475165000045308
a,instance_0018.txt,16.066666666666666,16.066666666666666,16.066666666666666,16.066666666666666,16.066666666666666,0.0,0.0,1205.0,1205.0,1205,1205,1205,0.0,0.0,75.0,75.0,75,75,75,0.0,0.0,3.760219667000001,3.760219667000001,4.017875379000088,3.502563954999914,4.017875379000088,0.06638646592627181,0.2576557120000871
a,instance_0020.txt,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.17683298750012,0.17683298750012,0.17599871399988842,0.17599871399988842,0.17766726100035157,6.960122731886436e-07,0.0008342735002315749
