dataset,algorithm,instance,total_runs,feasible_runs,timed_out_runs,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,aisle_cluster_expansion,instance_0001.txt,1,1,0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,45.0,45.0,45,45,45,0.0,0.0,3.0,3.0,3,3,3,0.0,0.0,0.016588,0.016588,0.016588,0.016588,0.016588,0.0,0.0
a,aisle_cluster_expansion,instance_0002.txt,1,1,0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.000353,0.000353,0.000353,0.000353,0.000353,0.0,0.0
a,aisle_cluster_expansion,instance_0003.txt,1,1,0,8.75,8.75,8.75,8.75,8.75,0.0,0.0,35.0,35.0,35,35,35,0.0,0.0,4.0,4.0,4,4,4,0.0,0.0,0.034905,0.034905,0.034905,0.034905,0.034905,0.0,0.0
a,aisle_cluster_expansion,instance_0004.txt,1,1,0,3.5,3.5,3.5,3.5,3.5,0.0,0.0,7.0,7.0,7,7,7,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.004201,0.004201,0.004201,0.004201,0.004201,0.0,0.0
a,aisle_cluster_expansion,instance_0005.txt,1,1,0,140.4,140.4,140.4,140.4,140.4,0.0,0.0,1404.0,1404.0,1404,1404,1404,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,1.295002,1.295002,1.295002,1.295002,1.295002,0.0,0.0
a,aisle_cluster_expansion,instance_0006.txt,1,1,0,655.0,655.0,655.0,655.0,655.0,0.0,0.0,655.0,655.0,655,655,655,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.255431,0.255431,0.255431,0.255431,0.255431,0.0,0.0
a,aisle_cluster_expansion,instance_0007.txt,1,1,0,293.4,293.4,293.4,293.4,293.4,0.0,0.0,1467.0,1467.0,1467,1467,1467,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,0.491845,0.491845,0.491845,0.491845,0.491845,0.0,0.0
a,aisle_cluster_expansion,instance_0008.txt,1,1,0,132.2,132.2,132.2,132.2,132.2,0.0,0.0,1322.0,1322.0,1322,1322,1322,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,1.397466,1.397466,1.397466,1.397466,1.397466,0.0,0.0
a,aisle_cluster_expansion,instance_0009.txt,1,1,0,3.2,3.2,3.2,3.2,3.2,0.0,0.0,64.0,64.0,64,64,64,0.0,0.0,20.0,20.0,20,20,20,0.0,0.0,0.140111,0.140111,0.140111,0.140111,0.140111,0.0,0.0
a,aisle_cluster_expansion,instance_0012.txt,1,1,0,8.6,8.6,8.6,8.6,8.6,0.0,0.0,43.0,43.0,43,43,43,0.0,0.0,5.0,5.0,5,5,5,0.0,0.0,0.197479,0.197479,0.197479,0.197479,0.197479,0.0,0.0
a,aisle_cluster_expansion,instance_0013.txt,1,1,0,80.42105263157895,80.42105263157895,80.42105263157895,80.42105263157895,80.42105263157895,0.0,0.0,1528.0,1528.0,1528,1528,1528,0.0,0.0,19.0,19.0,19,19,19,0.0,0.0,1.829558,1.829558,1.829558,1.829558,1.829558,0.0,0.0
a,aisle_cluster_expansion,instance_0014.txt,1,1,0,134.26666666666668,134.26666666666668,134.26666666666668,134.26666666666668,134.26666666666668,0.0,0.0,2014.0,2014.0,2014,2014,2014,0.0,0.0,15.0,15.0,15,15,15,0.0,0.0,2.284234,2.284234,2.284234,2.284234,2.284234,0.0,0.0
a,aisle_cluster_expansion,instance_0015.txt,1,1,0,117.0,117.0,117.0,117.0,117.0,0.0,0.0,468.0,468.0,468,468,468,0.0,0.0,4.0,4.0,4,4,4,0.0,0.0,0.707295,0.707295,0.707295,0.707295,0.707295,0.0,0.0
a,aisle_cluster_expansion,instance_0018.txt,1,1,0,102.0,102.0,102.0,102.0,102.0,0.0,0.0,612.0,612.0,612,612,612,0.0,0.0,6.0,6.0,6,6,6,0.0,0.0,0.193122,0.193122,0.193122,0.193122,0.193122,0.0,0.0
a,aisle_cluster_expansion,instance_0019.txt,1,1,0,172.0,172.0,172.0,172.0,172.0,0.0,0.0,172.0,172.0,172,172,172,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.062091,0.062091,0.062091,0.062091,0.062091,0.0,0.0
a,aisle_cluster_expansion,instance_0020.txt,1,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.000372,0.000372,0.000372,0.000372,0.000372,0.0,0.0
a,simple,instance_0001.txt,1,1,0,2.5185185185185186,2.5185185185185186,2.5185185185185186,2.5185185185185186,2.5185185185185186,0.0,0.0,68.0,68.0,68,68,68,0.0,0.0,27.0,27.0,27,27,27,0.0,0.0,0.002207,0.002207,0.002207,0.002207,0.002207,0.0,0.0
a,simple,instance_0002.txt,1,1,0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.000273,0.000273,0.000273,0.000273,0.000273,0.0,0.0
a,simple,instance_0003.txt,1,1,0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,105.0,105.0,105,105,105,0.0,0.0,35.0,35.0,35,35,35,0.0,0.0,0.0038,0.0038,0.0038,0.0038,0.0038,0.0,0.0
a,simple,instance_0004.txt,1,1,0,1.625,1.625,1.625,1.625,1.625,0.0,0.0,39.0,39.0,39,39,39,0.0,0.0,24.0,24.0,24,24,24,0.0,0.0,0.001544,0.001544,0.001544,0.001544,0.001544,0.0,0.0
a,simple,instance_0005.txt,1,1,0,32.08029197080292,32.08029197080292,32.08029197080292,32.08029197080292,32.08029197080292,0.0,0.0,4395.0,4395.0,4395,4395,4395,0.0,0.0,137.0,137.0,137,137,137,0.0,0.0,0.224876,0.224876,0.224876,0.224876,0.224876,0.0,0.0
a,simple,instance_0006.txt,1,1,0,26.65753424657534,26.65753424657534,26.65753424657534,26.65753424657534,26.65753424657534,0.0,0.0,3892.0,3892.0,3892,3892,3892,0.0,0.0,146.0,146.0,146,146,146,0.0,0.0,0.189771,0.189771,0.189771,0.189771,0.189771,0.0,0.0
a,simple,instance_0007.txt,1,1,0,25.993243243243242,25.993243243243242,25.993243243243242,25.993243243243242,25.993243243243242,0.0,0.0,3847.0,3847.0,3847,3847,3847,0.0,0.0,148.0,148.0,148,148,148,0.0,0.0,0.250116,0.250116,0.250116,0.250116,0.250116,0.0,0.0
a,simple,instance_0008.txt,1,1,0,21.6793893129771,21.6793893129771,21.6793893129771,21.6793893129771,21.6793893129771,0.0,0.0,2840.0,2840.0,2840,2840,2840,0.0,0.0,131.0,131.0,131,131,131,0.0,0.0,0.136581,0.136581,0.136581,0.136581,0.136581,0.0,0.0
a,simple,instance_0009.txt,1,1,0,2.04,2.04,2.04,2.04,2.04,0.0,0.0,153.0,153.0,153,153,153,0.0,0.0,75.0,75.0,75,75,75,0.0,0.0,0.017548,0.017548,0.017548,0.017548,0.017548,0.0,0.0
a,simple,instance_0010.txt,1,1,0,5.632258064516129,5.632258064516129,5.632258064516129,5.632258064516129,5.632258064516129,0.0,0.0,1746.0,1746.0,1746,1746,1746,0.0,0.0,310.0,310.0,310,310,310,0.0,0.0,0.282673,0.282673,0.282673,0.282673,0.282673,0.0,0.0
a,simple,instance_0011.txt,1,1,0,6.370716510903427,6.370716510903427,6.370716510903427,6.370716510903427,6.370716510903427,0.0,0.0,2045.0,2045.0,2045,2045,2045,0.0,0.0,321.0,321.0,321,321,321,0.0,0.0,0.24624,0.24624,0.24624,0.24624,0.24624,0.0,0.0
a,simple,instance_0012.txt,1,1,0,2.3289473684210527,2.3289473684210527,2.3289473684210527,2.3289473684210527,2.3289473684210527,0.0,0.0,177.0,177.0,177,177,177,0.0,0.0,76.0,76.0,76,76,76,0.0,0.0,0.027634,0.027634,0.027634,0.027634,0.027634,0.0,0.0
a,simple,instance_0013.txt,1,1,0,12.556164383561644,12.556164383561644,12.556164383561644,12.556164383561644,12.556164383561644,0.0,0.0,4583.0,4583.0,4583,4583,4583,0.0,0.0,365.0,365.0,365,365,365,0.0,0.0,0.642941,0.642941,0.642941,0.642941,0.642941,0.0,0.0
a,simple,instance_0014.txt,1,1,0,20.259162303664922,20.259162303664922,20.259162303664922,20.259162303664922,20.259162303664922,0.0,0.0,7739.0,7739.0,7739,7739,7739,0.0,0.0,382.0,382.0,382,382,382,0.0,0.0,1.330793,1.330793,1.330793,1.330793,1.330793,0.0,0.0
a,simple,instance_0015.txt,1,1,0,10.219444444444445,10.219444444444445,10.219444444444445,10.219444444444445,10.219444444444445,0.0,0.0,3679.0,3679.0,3679,3679,3679,0.0,0.0,360.0,360.0,360,360,360,0.0,0.0,0.615534,0.615534,0.615534,0.615534,0.615534,0.0,0.0
a,simple,instance_0016.txt,1,1,0,9.527777777777779,9.527777777777779,9.527777777777779,9.527777777777779,9.527777777777779,0.0,0.0,686.0,686.0,686,686,686,0.0,0.0,72.0,72.0,72,72,72,0.0,0.0,0.036098,0.036098,0.036098,0.036098,0.036098,0.0,0.0
a,simple,instance_0017.txt,1,1,0,3.5,3.5,3.5,3.5,3.5,0.0,0.0,175.0,175.0,175,175,175,0.0,0.0,50.0,50.0,50,50,50,0.0,0.0,0.009194,0.009194,0.009194,0.009194,0.009194,0.0,0.0
a,simple,instance_0018.txt,1,1,0,15.253164556962025,15.253164556962025,15.253164556962025,15.253164556962025,15.253164556962025,0.0,0.0,1205.0,1205.0,1205,1205,1205,0.0,0.0,79.0,79.0,79,79,79,0.0,0.0,0.052482,0.052482,0.052482,0.052482,0.052482,0.0,0.0
a,simple,instance_0019.txt,1,1,0,9.60576923076923,9.60576923076923,9.60576923076923,9.60576923076923,9.60576923076923,0.0,0.0,999.0,999.0,999,999,999,0.0,0.0,104.0,104.0,104,104,104,0.0,0.0,0.065513,0.065513,0.065513,0.065513,0.065513,0.0,0.0
a,simple,instance_0020.txt,1,1,0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,3.0,3.0,3,3,3,0.0,0.0,0.000141,0.000141,0.000141,0.000141,0.000141,0.0,0.0
a,simple_multi,instance_0001.txt,1,1,0,2.6153846153846154,2.6153846153846154,2.6153846153846154,2.6153846153846154,2.6153846153846154,0.0,0.0,68.0,68.0,68,68,68,0.0,0.0,26.0,26.0,26,26,26,0.0,0.0,0.004442,0.004442,0.004442,0.004442,0.004442,0.0,0.0
a,simple_multi,instance_0002.txt,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,0.000186,0.000186,0.000186,0.000186,0.000186,0.0,0.0
a,simple_multi,instance_0003.txt,1,1,0,3.533333333333333,3.533333333333333,3.533333333333333,3.533333333333333,3.533333333333333,0.0,0.0,106.0,106.0,106,106,106,0.0,0.0,30.0,30.0,30,30,30,0.0,0.0,0.007148,0.007148,0.007148,0.007148,0.007148,0.0,0.0
a,simple_multi,instance_0004.txt,1,1,0,2.1052631578947367,2.1052631578947367,2.1052631578947367,2.1052631578947367,2.1052631578947367,0.0,0.0,40.0,40.0,40,40,40,0.0,0.0,19.0,19.0,19,19,19,0.0,0.0,0.001543,0.001543,0.001543,0.001543,0.001543,0.0,0.0
a,simple_multi,instance_0005.txt,1,1,0,33.037593984962406,33.037593984962406,33.037593984962406,33.037593984962406,33.037593984962406,0.0,0.0,4394.0,4394.0,4394,4394,4394,0.0,0.0,133.0,133.0,133,133,133,0.0,0.0,0.21747,0.21747,0.21747,0.21747,0.21747,0.0,0.0
a,simple_multi,instance_0006.txt,1,1,0,27.216783216783217,27.216783216783217,27.216783216783217,27.216783216783217,27.216783216783217,0.0,0.0,3892.0,3892.0,3892,3892,3892,0.0,0.0,143.0,143.0,143,143,143,0.0,0.0,0.384386,0.384386,0.384386,0.384386,0.384386,0.0,0.0
