instance,algorithm_left,algorithm_right,orders_jaccard,aisles_jaccard,items_jaccard,orders_overlap,aisles_overlap,items_overlap
instance_0001.txt,bigger,bigger_multi,1.0,1.0,1.0,9,13,33
instance_0001.txt,bigger,diff,0.11538461538461539,0.1935483870967742,0.13513513513513514,3,6,10
instance_0001.txt,bigger,diff_bigger,0.11538461538461539,0.18181818181818182,0.13333333333333333,3,6,10
instance_0001.txt,bigger,diff_bigger_multi,0.11538461538461539,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger,diff_bigger_multi_weighted,0.11538461538461539,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger,diff_bigger_weighted,0.11538461538461539,0.18181818181818182,0.13333333333333333,3,6,10
instance_0001.txt,bigger,diff_multi,0.11538461538461539,0.16129032258064516,0.13333333333333333,3,5,10
instance_0001.txt,bigger,diff_multi_weighted,0.12,0.15625,0.13333333333333333,3,5,10
instance_0001.txt,bigger,diff_smaller,0.12,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger,diff_smaller_multi,0.12,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger,diff_smaller_multi_weighted,0.12,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger,diff_smaller_weighted,0.12,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger,diff_weighted,0.12,0.1875,0.13333333333333333,3,6,10
instance_0001.txt,bigger,random,0.08,0.2413793103448276,0.1780821917808219,2,7,13
instance_0001.txt,bigger,random_multi,0.16666666666666666,0.16,0.24285714285714285,4,4,17
instance_0001.txt,bigger,similar,0.11538461538461539,0.25806451612903225,0.13157894736842105,3,8,10
instance_0001.txt,bigger,similar_bigger,0.125,0.2,0.11267605633802817,3,6,8
instance_0001.txt,bigger,similar_bigger_multi,0.125,0.13793103448275862,0.11267605633802817,3,4,8
instance_0001.txt,bigger,similar_bigger_multi_weighted,0.125,0.13793103448275862,0.11267605633802817,3,4,8
instance_0001.txt,bigger,similar_bigger_weighted,0.125,0.2,0.11267605633802817,3,6,8
instance_0001.txt,bigger,similar_multi,0.16666666666666666,0.2,0.16901408450704225,4,6,12
instance_0001.txt,bigger,similar_multi_weighted,0.17391304347826086,0.2,0.2753623188405797,4,6,19
instance_0001.txt,bigger,similar_smaller,0.11538461538461539,0.18181818181818182,0.13333333333333333,3,6,10
instance_0001.txt,bigger,similar_smaller_multi,0.11538461538461539,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger,similar_smaller_multi_weighted,0.11538461538461539,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger,similar_smaller_weighted,0.11538461538461539,0.18181818181818182,0.13333333333333333,3,6,10
instance_0001.txt,bigger,similar_weighted,0.11538461538461539,0.1935483870967742,0.13333333333333333,3,6,10
instance_0001.txt,bigger,smaller,0.0,0.10526315789473684,0.0,0,4,0
instance_0001.txt,bigger,smaller_multi,0.0,0.07894736842105263,0.0,0,3,0
instance_0001.txt,bigger_multi,diff,0.11538461538461539,0.1935483870967742,0.13513513513513514,3,6,10
instance_0001.txt,bigger_multi,diff_bigger,0.11538461538461539,0.18181818181818182,0.13333333333333333,3,6,10
instance_0001.txt,bigger_multi,diff_bigger_multi,0.11538461538461539,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,diff_bigger_multi_weighted,0.11538461538461539,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,diff_bigger_weighted,0.11538461538461539,0.18181818181818182,0.13333333333333333,3,6,10
instance_0001.txt,bigger_multi,diff_multi,0.11538461538461539,0.16129032258064516,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,diff_multi_weighted,0.12,0.15625,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,diff_smaller,0.12,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,diff_smaller_multi,0.12,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,diff_smaller_multi_weighted,0.12,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,diff_smaller_weighted,0.12,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,diff_weighted,0.12,0.1875,0.13333333333333333,3,6,10
instance_0001.txt,bigger_multi,random,0.08,0.2413793103448276,0.1780821917808219,2,7,13
instance_0001.txt,bigger_multi,random_multi,0.16666666666666666,0.16,0.24285714285714285,4,4,17
instance_0001.txt,bigger_multi,similar,0.11538461538461539,0.25806451612903225,0.13157894736842105,3,8,10
instance_0001.txt,bigger_multi,similar_bigger,0.125,0.2,0.11267605633802817,3,6,8
instance_0001.txt,bigger_multi,similar_bigger_multi,0.125,0.13793103448275862,0.11267605633802817,3,4,8
instance_0001.txt,bigger_multi,similar_bigger_multi_weighted,0.125,0.13793103448275862,0.11267605633802817,3,4,8
instance_0001.txt,bigger_multi,similar_bigger_weighted,0.125,0.2,0.11267605633802817,3,6,8
instance_0001.txt,bigger_multi,similar_multi,0.16666666666666666,0.2,0.16901408450704225,4,6,12
instance_0001.txt,bigger_multi,similar_multi_weighted,0.17391304347826086,0.2,0.2753623188405797,4,6,19
instance_0001.txt,bigger_multi,similar_smaller,0.11538461538461539,0.18181818181818182,0.13333333333333333,3,6,10
instance_0001.txt,bigger_multi,similar_smaller_multi,0.11538461538461539,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,similar_smaller_multi_weighted,0.11538461538461539,0.15151515151515152,0.13333333333333333,3,5,10
instance_0001.txt,bigger_multi,similar_smaller_weighted,0.11538461538461539,0.18181818181818182,0.13333333333333333,3,6,10
instance_0001.txt,bigger_multi,similar_weighted,0.11538461538461539,0.1935483870967742,0.13333333333333333,3,6,10
instance_0001.txt,bigger_multi,smaller,0.0,0.10526315789473684,0.0,0,4,0
instance_0001.txt,bigger_multi,smaller_multi,0.0,0.07894736842105263,0.0,0,3,0
instance_0001.txt,diff,diff_bigger,0.9047619047619048,0.8518518518518519,0.9433962264150944,19,23,50
instance_0001.txt,diff,diff_bigger_multi,0.9047619047619048,0.6333333333333333,0.9433962264150944,19,19,50
instance_0001.txt,diff,diff_bigger_multi_weighted,0.9047619047619048,0.6333333333333333,0.9433962264150944,19,19,50
instance_0001.txt,diff,diff_bigger_weighted,0.9047619047619048,0.8518518518518519,0.9433962264150944,19,23,50
instance_0001.txt,diff,diff_multi,0.8181818181818182,0.46875,0.8070175438596491,18,15,46
instance_0001.txt,diff,diff_multi_weighted,0.8571428571428571,0.6551724137931034,0.8727272727272727,18,19,48
instance_0001.txt,diff,diff_smaller,0.8571428571428571,0.8846153846153846,0.8727272727272727,18,23,48
instance_0001.txt,diff,diff_smaller_multi,0.8571428571428571,0.6896551724137931,0.8727272727272727,18,20,48
instance_0001.txt,diff,diff_smaller_multi_weighted,0.8571428571428571,0.6896551724137931,0.8727272727272727,18,20,48
instance_0001.txt,diff,diff_smaller_weighted,0.8571428571428571,0.8846153846153846,0.8727272727272727,18,23,48
instance_0001.txt,diff,diff_weighted,0.8571428571428571,0.96,0.8727272727272727,18,24,48
instance_0001.txt,diff,random,0.22580645161290322,0.23684210526315788,0.19540229885057472,7,9,17
instance_0001.txt,diff,random_multi,0.21875,0.14285714285714285,0.22093023255813954,7,5,19
instance_0001.txt,diff,similar,0.8181818181818182,0.8518518518518519,0.8571428571428571,18,23,48
instance_0001.txt,diff,similar_bigger,0.7272727272727273,0.6785714285714286,0.7636363636363637,16,19,42
instance_0001.txt,diff,similar_bigger_multi,0.7272727272727273,0.5714285714285714,0.7636363636363637,16,16,42
instance_0001.txt,diff,similar_bigger_multi_weighted,0.7272727272727273,0.5714285714285714,0.7636363636363637,16,16,42
instance_0001.txt,diff,similar_bigger_weighted,0.7272727272727273,0.6785714285714286,0.7636363636363637,16,19,42
instance_0001.txt,diff,similar_multi,0.7727272727272727,0.6206896551724138,0.8363636363636363,17,18,46
instance_0001.txt,diff,similar_multi_weighted,0.8095238095238095,0.6785714285714286,0.7666666666666667,17,19,46
instance_0001.txt,diff,similar_smaller,0.9047619047619048,0.8518518518518519,0.9433962264150944,19,23,50
instance_0001.txt,diff,similar_smaller_multi,0.9047619047619048,0.6333333333333333,0.9433962264150944,19,19,50
instance_0001.txt,diff,similar_smaller_multi_weighted,0.9047619047619048,0.6333333333333333,0.9433962264150944,19,19,50
instance_0001.txt,diff,similar_smaller_weighted,0.9047619047619048,0.8518518518518519,0.9433962264150944,19,23,50
instance_0001.txt,diff,similar_weighted,0.9047619047619048,0.92,0.9433962264150944,19,23,50
instance_0001.txt,diff,smaller,0.37142857142857144,0.39473684210526316,0.35,13,15,28
instance_0001.txt,diff,smaller_multi,0.37142857142857144,0.3333333333333333,0.35,13,13,28
instance_0001.txt,diff_bigger,diff_bigger_multi,1.0,0.7,1.0,20,21,52
instance_0001.txt,diff_bigger,diff_bigger_multi_weighted,1.0,0.7,1.0,20,21,52
instance_0001.txt,diff_bigger,diff_bigger_weighted,1.0,1.0,1.0,20,26,52
instance_0001.txt,diff_bigger,diff_multi,0.9047619047619048,0.53125,0.8571428571428571,19,17,48
instance_0001.txt,diff_bigger,diff_multi_weighted,0.8571428571428571,0.6129032258064516,0.8571428571428571,18,19,48
instance_0001.txt,diff_bigger,diff_smaller,0.8571428571428571,0.7586206896551724,0.8571428571428571,18,22,48
instance_0001.txt,diff_bigger,diff_smaller_multi,0.8571428571428571,0.7,0.8571428571428571,18,21,48
instance_0001.txt,diff_bigger,diff_smaller_multi_weighted,0.8571428571428571,0.7,0.8571428571428571,18,21,48
instance_0001.txt,diff_bigger,diff_smaller_weighted,0.8571428571428571,0.7586206896551724,0.8571428571428571,18,22,48
instance_0001.txt,diff_bigger,diff_weighted,0.8571428571428571,0.8214285714285714,0.8571428571428571,18,23,48
instance_0001.txt,diff_bigger,random,0.26666666666666666,0.2564102564102564,0.22093023255813954,8,10,19
instance_0001.txt,diff_bigger,random_multi,0.25806451612903225,0.2,0.24705882352941178,8,7,21
instance_0001.txt,diff_bigger,similar,0.8181818181818182,0.7333333333333333,0.8421052631578947,18,22,48
instance_0001.txt,diff_bigger,similar_bigger,0.7272727272727273,0.5806451612903226,0.75,16,18,42
instance_0001.txt,diff_bigger,similar_bigger_multi,0.7272727272727273,0.5862068965517241,0.75,16,17,42
instance_0001.txt,diff_bigger,similar_bigger_multi_weighted,0.7272727272727273,0.5862068965517241,0.75,16,17,42
instance_0001.txt,diff_bigger,similar_bigger_weighted,0.7272727272727273,0.5806451612903226,0.75,16,18,42
instance_0001.txt,diff_bigger,similar_multi,0.7727272727272727,0.53125,0.8214285714285714,17,17,46
instance_0001.txt,diff_bigger,similar_multi_weighted,0.8095238095238095,0.6896551724137931,0.7540983606557377,17,20,46
instance_0001.txt,diff_bigger,similar_smaller,1.0,1.0,1.0,20,26,52
instance_0001.txt,diff_bigger,similar_smaller_multi,1.0,0.7,1.0,20,21,52
instance_0001.txt,diff_bigger,similar_smaller_multi_weighted,1.0,0.7,1.0,20,21,52
instance_0001.txt,diff_bigger,similar_smaller_weighted,1.0,1.0,1.0,20,26,52
instance_0001.txt,diff_bigger,similar_weighted,0.9047619047619048,0.7857142857142857,0.9259259259259259,19,22,50
instance_0001.txt,diff_bigger,smaller,0.37142857142857144,0.41025641025641024,0.3625,13,16,29
instance_0001.txt,diff_bigger,smaller_multi,0.37142857142857144,0.38461538461538464,0.3625,13,15,29
instance_0001.txt,diff_bigger_multi,diff_bigger_multi_weighted,1.0,1.0,1.0,20,25,52
instance_0001.txt,diff_bigger_multi,diff_bigger_weighted,1.0,0.7,1.0,20,21,52
instance_0001.txt,diff_bigger_multi,diff_multi,0.9047619047619048,0.7777777777777778,0.8571428571428571,19,21,48
instance_0001.txt,diff_bigger_multi,diff_multi_weighted,0.8571428571428571,0.8846153846153846,0.8571428571428571,18,23,48
instance_0001.txt,diff_bigger_multi,diff_smaller,0.8571428571428571,0.6666666666666666,0.8571428571428571,18,20,48
instance_0001.txt,diff_bigger_multi,diff_smaller_multi,0.8571428571428571,0.8518518518518519,0.8571428571428571,18,23,48
instance_0001.txt,diff_bigger_multi,diff_smaller_multi_weighted,0.8571428571428571,0.8518518518518519,0.8571428571428571,18,23,48
instance_0001.txt,diff_bigger_multi,diff_smaller_weighted,0.8571428571428571,0.6666666666666666,0.8571428571428571,18,20,48
instance_0001.txt,diff_bigger_multi,diff_weighted,0.8571428571428571,0.6129032258064516,0.8571428571428571,18,19,48
instance_0001.txt,diff_bigger_multi,random,0.26666666666666666,0.2631578947368421,0.22093023255813954,8,10,19
instance_0001.txt,diff_bigger_multi,random_multi,0.25806451612903225,0.20588235294117646,0.24705882352941178,8,7,21
instance_0001.txt,diff_bigger_multi,similar,0.8181818181818182,0.5454545454545454,0.8421052631578947,18,18,48
