dataset,algorithm,instance,total_runs,feasible_runs,infeasible_runs,timed_out_runs,objective_mean,objective_median,objective_mode,objective_min,objective_max,objective_variance,objective_std_dev,items_mean,items_median,items_mode,items_min,items_max,items_variance,items_std_dev,aisles_mean,aisles_median,aisles_mode,aisles_min,aisles_max,aisles_variance,aisles_std_dev,exec_time_mean,exec_time_median,exec_time_mode,exec_time_min,exec_time_max,exec_time_variance,exec_time_std_dev
a,seed_de_koster,instance_0001.txt,1,1,0,0,6.8,6.8,6.8,6.8,6.8,0.0,0.0,68.0,68.0,68,68,68,0.0,0.0,10.0,10.0,10,10,10,0.0,0.0,0.007778,0.007778,0.007778,0.007778,0.007778,0.0,0.0
a,seed_de_koster,instance_0002.txt,1,1,0,0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2,2,2,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.00032,0.00032,0.00032,0.00032,0.00032,0.0,0.0
a,seed_de_koster,instance_0003.txt,1,1,0,0,5.888888888888889,5.888888888888889,5.888888888888889,5.888888888888889,5.888888888888889,0.0,0.0,106.0,106.0,106,106,106,0.0,0.0,18.0,18.0,18,18,18,0.0,0.0,0.012158,0.012158,0.012158,0.012158,0.012158,0.0,0.0
a,seed_de_koster,instance_0004.txt,1,1,0,0,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.0,0.0,40.0,40.0,40,40,40,0.0,0.0,18.0,18.0,18,18,18,0.0,0.0,0.001881,0.001881,0.001881,0.001881,0.001881,0.0,0.0
a,seed_de_koster,instance_0005.txt,1,1,0,0,78.46428571428571,78.46428571428571,78.46428571428571,78.46428571428571,78.46428571428571,0.0,0.0,4394.0,4394.0,4394,4394,4394,0.0,0.0,56.0,56.0,56,56,56,0.0,0.0,2.607922,2.607922,2.607922,2.607922,2.607922,0.0,0.0
a,seed_de_koster,instance_0006.txt,1,1,0,0,67.10344827586206,67.10344827586206,67.10344827586206,67.10344827586206,67.10344827586206,0.0,0.0,3892.0,3892.0,3892,3892,3892,0.0,0.0,58.0,58.0,58,58,58,0.0,0.0,22.718422,22.718422,22.718422,22.718422,22.718422,0.0,0.0
a,seed_de_koster,instance_0007.txt,1,1,0,0,49.32051282051282,49.32051282051282,49.32051282051282,49.32051282051282,49.32051282051282,0.0,0.0,3847.0,3847.0,3847,3847,3847,0.0,0.0,78.0,78.0,78,78,78,0.0,0.0,17.45409,17.45409,17.45409,17.45409,17.45409,0.0,0.0
a,seed_de_koster,instance_0008.txt,1,1,0,0,97.89655172413794,97.89655172413794,97.89655172413794,97.89655172413794,97.89655172413794,0.0,0.0,2839.0,2839.0,2839,2839,2839,0.0,0.0,29.0,29.0,29,29,29,0.0,0.0,1.56907,1.56907,1.56907,1.56907,1.56907,0.0,0.0
a,seed_de_koster,instance_0009.txt,1,1,0,0,2.390625,2.390625,2.390625,2.390625,2.390625,0.0,0.0,153.0,153.0,153,153,153,0.0,0.0,64.0,64.0,64,64,64,0.0,0.0,0.05839,0.05839,0.05839,0.05839,0.05839,0.0,0.0
a,seed_de_koster,instance_0010.txt,1,1,0,0,8.818181818181818,8.818181818181818,8.818181818181818,8.818181818181818,8.818181818181818,0.0,0.0,1746.0,1746.0,1746,1746,1746,0.0,0.0,198.0,198.0,198,198,198,0.0,0.0,1.304118,1.304118,1.304118,1.304118,1.304118,0.0,0.0
a,seed_de_koster,instance_0011.txt,1,1,0,0,8.964912280701755,8.964912280701755,8.964912280701755,8.964912280701755,8.964912280701755,0.0,0.0,2044.0,2044.0,2044,2044,2044,0.0,0.0,228.0,228.0,228,228,228,0.0,0.0,1.233881,1.233881,1.233881,1.233881,1.233881,0.0,0.0
